WARD,REGISTERED VOTERS,BALLOTS CAST,RACE,CANDIDATE,VOTES
2,38872,9049,Circuit Court Judge (Vacancy of Berland),Deidre Baumann,1643
2,38872,9049,Circuit Court Judge (Vacancy of Berland),William Burnett Raines,1688
2,38872,9049,Circuit Court Judge (Vacancy of Berland),William H. Hooks,3288
2,38872,9049,Circuit Court Judge (Vacancy of Bronstein),Diann K. Marsalek,1087
2,38872,9049,Circuit Court Judge (Vacancy of Bronstein),Sharon Finegan Patterson,2008
2,38872,9049,Circuit Court Judge (Vacancy of Bronstein),Terry MacCarthy,2378
2,38872,9049,Circuit Court Judge (Vacancy of Bronstein),Thomas William Flannigan,1007
2,38872,9049,Circuit Court Judge (Vacancy of Dolan),Kevin J. Murphy,1391
2,38872,9049,Circuit Court Judge (Vacancy of Dolan),Linda J. Pauel,2095
2,38872,9049,Circuit Court Judge (Vacancy of Dolan),Susan Kennedy Sullivan,2112
2,38872,9049,Circuit Court Judge (Vacancy of Dolan),Ubi O'Neal,938
2,38872,9049,Circuit Court Judge (Vacancy of Hayes),Bonnie Carol McGrath,2350
2,38872,9049,Circuit Court Judge (Vacancy of Hayes),Carl B. Boyd,1680
2,38872,9049,Circuit Court Judge (Vacancy of Hayes),Raymond W. Mitchell,2542
2,38872,9049,Circuit Court Judge (Vacancy of Kelley),Joanne F. Fehn,2256
2,38872,9049,Circuit Court Judge (Vacancy of Kelley),"John Patrick Callahan, Jr.",4090
2,38872,9049,Circuit Court Judge (Vacancy of McCarthy),Daniel J. Gallagher,5875
2,38872,9049,Circuit Court Judge (Vacancy of O'Malley),Thomas V. Lyons,5897
2,38872,9049,Circuit Court Judge (Vacancy of Riley),Edmund Paul Michalowski,303
2,38872,9049,Circuit Court Judge (Vacancy of Riley),James Michael Bailey,666
2,38872,9049,Circuit Court Judge (Vacancy of Riley),John Patrick Nyhan,233
2,38872,9049,Circuit Court Judge (Vacancy of Riley),Marvin W. Gray,636
2,38872,9049,Circuit Court Judge (Vacancy of Riley),Russell William Hartigan,1357
2,38872,9049,Circuit Court Judge (Vacancy of Riley),Sandra G. Ramos,1687
2,38872,9049,Circuit Court Judge (Vacancy of Riley),Tracey J. Stokes,1567
2,38872,9049,Judge 14th Subcircuit - Add'l Judge A,Daniel James Pierce,4
3,24082,6382,Appellate Court Judge (Vacancy of McNulty),Arnette R. Hubbard,2249
3,24082,6382,Appellate Court Judge (Vacancy of McNulty),Ellen L. Flannigan,350
3,24082,6382,Appellate Court Judge (Vacancy of McNulty),James R. Epstein,582
3,24082,6382,Appellate Court Judge (Vacancy of McNulty),Jim Ryan,969
3,24082,6382,Appellate Court Judge (Vacancy of McNulty),Kathleen G. Kennedy,944
3,24082,6382,Appellate Court Judge (Vacancy of O'Malley),Aurelia Marie Pucinski,1273
3,24082,6382,Appellate Court Judge (Vacancy of O'Malley),Don R. Sampen,174
3,24082,6382,Appellate Court Judge (Vacancy of O'Malley),Frank Edward Gardner,712
3,24082,6382,Appellate Court Judge (Vacancy of O'Malley),Pamela E. Hill-Veal,1876
3,24082,6382,Appellate Court Judge (Vacancy of O'Malley),Thomas L. Hogan,917
3,24082,6382,Appellate Court Judge (Vacancy of South),Anthony Lynn Burrell,855
3,24082,6382,Appellate Court Judge (Vacancy of South),Kevin Rogers,923
3,24082,6382,Appellate Court Judge (Vacancy of South),Mary Katherine Rochford,1159
3,24082,6382,Appellate Court Judge (Vacancy of South),Sebastian T. Patti,786
3,24082,6382,Appellate Court Judge (Vacancy of South),William D. O'Neal,1020
3,24082,6382,Circuit Court Judge (Vacancy of Berland),Deidre Baumann,995
3,24082,6382,Circuit Court Judge (Vacancy of Berland),William Burnett Raines,1302
3,24082,6382,Circuit Court Judge (Vacancy of Berland),William H. Hooks,2513
3,24082,6382,Circuit Court Judge (Vacancy of Bronstein),Diann K. Marsalek,927
3,24082,6382,Circuit Court Judge (Vacancy of Bronstein),Sharon Finegan Patterson,1720
3,24082,6382,Circuit Court Judge (Vacancy of Bronstein),Terry MacCarthy,1229
3,24082,6382,Circuit Court Judge (Vacancy of Bronstein),Thomas William Flannigan,741
3,24082,6382,Circuit Court Judge (Vacancy of Dolan),Kevin J. Murphy,1123
3,24082,6382,Circuit Court Judge (Vacancy of Dolan),Linda J. Pauel,1353
3,24082,6382,Circuit Court Judge (Vacancy of Dolan),Susan Kennedy Sullivan,1437
3,24082,6382,Circuit Court Judge (Vacancy of Dolan),Ubi O'Neal,762
3,24082,6382,Circuit Court Judge (Vacancy of Hayes),Bonnie Carol McGrath,1231
3,24082,6382,Circuit Court Judge (Vacancy of Hayes),Carl B. Boyd,2018
3,24082,6382,Circuit Court Judge (Vacancy of Hayes),Raymond W. Mitchell,1447
3,24082,6382,Circuit Court Judge (Vacancy of Kelley),Joanne F. Fehn,2028
3,24082,6382,Circuit Court Judge (Vacancy of Kelley),"John Patrick Callahan, Jr.",2497
3,24082,6382,Circuit Court Judge (Vacancy of McCarthy),Daniel J. Gallagher,4220
3,24082,6382,Circuit Court Judge (Vacancy of O'Malley),Thomas V. Lyons,4249
3,24082,6382,Circuit Court Judge (Vacancy of Riley),Edmund Paul Michalowski,93
3,24082,6382,Circuit Court Judge (Vacancy of Riley),James Michael Bailey,500
3,24082,6382,Circuit Court Judge (Vacancy of Riley),John Patrick Nyhan,124
3,24082,6382,Circuit Court Judge (Vacancy of Riley),Marvin W. Gray,741
3,24082,6382,Circuit Court Judge (Vacancy of Riley),Russell William Hartigan,408
3,24082,6382,Circuit Court Judge (Vacancy of Riley),Sandra G. Ramos,1414
3,24082,6382,Circuit Court Judge (Vacancy of Riley),Tracey J. Stokes,1279
3,24082,6382,Judge 14th Subcircuit - Add'l Judge A,Daniel James Pierce,86
4,29166,10070,Appellate Court Judge (Vacancy of McNulty),Arnette R. Hubbard,3481
4,29166,10070,Appellate Court Judge (Vacancy of McNulty),Ellen L. Flannigan,475
4,29166,10070,Appellate Court Judge (Vacancy of McNulty),James R. Epstein,1675
4,29166,10070,Appellate Court Judge (Vacancy of McNulty),Jim Ryan,1186
4,29166,10070,Appellate Court Judge (Vacancy of McNulty),Kathleen G. Kennedy,1474
4,29166,10070,Appellate Court Judge (Vacancy of O'Malley),Aurelia Marie Pucinski,1929
4,29166,10070,Appellate Court Judge (Vacancy of O'Malley),Don R. Sampen,276
4,29166,10070,Appellate Court Judge (Vacancy of O'Malley),Frank Edward Gardner,1120
4,29166,10070,Appellate Court Judge (Vacancy of O'Malley),Pamela E. Hill-Veal,3109
4,29166,10070,Appellate Court Judge (Vacancy of O'Malley),Thomas L. Hogan,1637
4,29166,10070,Appellate Court Judge (Vacancy of South),Anthony Lynn Burrell,1413
4,29166,10070,Appellate Court Judge (Vacancy of South),Kevin Rogers,1366
4,29166,10070,Appellate Court Judge (Vacancy of South),Mary Katherine Rochford,2153
4,29166,10070,Appellate Court Judge (Vacancy of South),Sebastian T. Patti,1343
4,29166,10070,Appellate Court Judge (Vacancy of South),William D. O'Neal,1399
4,29166,10070,Circuit Court Judge (Vacancy of Berland),Deidre Baumann,1597
4,29166,10070,Circuit Court Judge (Vacancy of Berland),William Burnett Raines,1587
4,29166,10070,Circuit Court Judge (Vacancy of Berland),William H. Hooks,4610
4,29166,10070,Circuit Court Judge (Vacancy of Bronstein),Diann K. Marsalek,1566
4,29166,10070,Circuit Court Judge (Vacancy of Bronstein),Sharon Finegan Patterson,2623
4,29166,10070,Circuit Court Judge (Vacancy of Bronstein),Terry MacCarthy,2297
4,29166,10070,Circuit Court Judge (Vacancy of Bronstein),Thomas William Flannigan,873
4,29166,10070,Circuit Court Judge (Vacancy of Dolan),Kevin J. Murphy,1347
4,29166,10070,Circuit Court Judge (Vacancy of Dolan),Linda J. Pauel,2619
4,29166,10070,Circuit Court Judge (Vacancy of Dolan),Susan Kennedy Sullivan,2114
4,29166,10070,Circuit Court Judge (Vacancy of Dolan),Ubi O'Neal,1409
4,29166,10070,Circuit Court Judge (Vacancy of Hayes),Bonnie Carol McGrath,1994
4,29166,10070,Circuit Court Judge (Vacancy of Hayes),Carl B. Boyd,2488
4,29166,10070,Circuit Court Judge (Vacancy of Hayes),Raymond W. Mitchell,3058
4,29166,10070,Circuit Court Judge (Vacancy of Kelley),Joanne F. Fehn,2698
4,29166,10070,Circuit Court Judge (Vacancy of Kelley),"John Patrick Callahan, Jr.",4517
4,29166,10070,Circuit Court Judge (Vacancy of McCarthy),Daniel J. Gallagher,6753
4,29166,10070,Circuit Court Judge (Vacancy of O'Malley),Thomas V. Lyons,6790
4,29166,10070,Circuit Court Judge (Vacancy of Riley),Edmund Paul Michalowski,128
4,29166,10070,Circuit Court Judge (Vacancy of Riley),James Michael Bailey,644
4,29166,10070,Circuit Court Judge (Vacancy of Riley),John Patrick Nyhan,137
4,29166,10070,Circuit Court Judge (Vacancy of Riley),Marvin W. Gray,1305
4,29166,10070,Circuit Court Judge (Vacancy of Riley),Russell William Hartigan,985
4,29166,10070,Circuit Court Judge (Vacancy of Riley),Sandra G. Ramos,2200
4,29166,10070,Circuit Court Judge (Vacancy of Riley),Tracey J. Stokes,2054
5,29653,8770,Appellate Court Judge (Vacancy of McNulty),Arnette R. Hubbard,2977
5,29653,8770,Appellate Court Judge (Vacancy of McNulty),Ellen L. Flannigan,455
5,29653,8770,Appellate Court Judge (Vacancy of McNulty),James R. Epstein,1345
5,29653,8770,Appellate Court Judge (Vacancy of McNulty),Jim Ryan,1085
5,29653,8770,Appellate Court Judge (Vacancy of McNulty),Kathleen G. Kennedy,1303
5,29653,8770,Appellate Court Judge (Vacancy of O'Malley),Aurelia Marie Pucinski,1762
5,29653,8770,Appellate Court Judge (Vacancy of O'Malley),Don R. Sampen,305
5,29653,8770,Appellate Court Judge (Vacancy of O'Malley),Frank Edward Gardner,920
5,29653,8770,Appellate Court Judge (Vacancy of O'Malley),Pamela E. Hill-Veal,2289
5,29653,8770,Appellate Court Judge (Vacancy of O'Malley),Thomas L. Hogan,1669
5,29653,8770,Appellate Court Judge (Vacancy of South),Anthony Lynn Burrell,1192
5,29653,8770,Appellate Court Judge (Vacancy of South),Kevin Rogers,1159
5,29653,8770,Appellate Court Judge (Vacancy of South),Mary Katherine Rochford,1929
5,29653,8770,Appellate Court Judge (Vacancy of South),Sebastian T. Patti,1082
5,29653,8770,Appellate Court Judge (Vacancy of South),William D. O'Neal,1260
5,29653,8770,Circuit Court Judge (Vacancy of Berland),Deidre Baumann,1386
5,29653,8770,Circuit Court Judge (Vacancy of Berland),William Burnett Raines,1304
5,29653,8770,Circuit Court Judge (Vacancy of Berland),William H. Hooks,4061
5,29653,8770,Circuit Court Judge (Vacancy of Bronstein),Diann K. Marsalek,1058
5,29653,8770,Circuit Court Judge (Vacancy of Bronstein),Sharon Finegan Patterson,2206
5,29653,8770,Circuit Court Judge (Vacancy of Bronstein),Terry MacCarthy,2274
5,29653,8770,Circuit Court Judge (Vacancy of Bronstein),Thomas William Flannigan,868
5,29653,8770,Circuit Court Judge (Vacancy of Dolan),Kevin J. Murphy,1199
5,29653,8770,Circuit Court Judge (Vacancy of Dolan),Linda J. Pauel,2239
5,29653,8770,Circuit Court Judge (Vacancy of Dolan),Susan Kennedy Sullivan,1872
5,29653,8770,Circuit Court Judge (Vacancy of Dolan),Ubi O'Neal,1225
5,29653,8770,Circuit Court Judge (Vacancy of Hayes),Bonnie Carol McGrath,1862
5,29653,8770,Circuit Court Judge (Vacancy of Hayes),Carl B. Boyd,2203
5,29653,8770,Circuit Court Judge (Vacancy of Hayes),Raymond W. Mitchell,2490
5,29653,8770,Circuit Court Judge (Vacancy of Kelley),Joanne F. Fehn,2426
5,29653,8770,Circuit Court Judge (Vacancy of Kelley),"John Patrick Callahan, Jr.",3838
5,29653,8770,Circuit Court Judge (Vacancy of McCarthy),Daniel J. Gallagher,5712
5,29653,8770,Circuit Court Judge (Vacancy of O'Malley),Thomas V. Lyons,5846
5,29653,8770,Circuit Court Judge (Vacancy of Riley),Edmund Paul Michalowski,94
5,29653,8770,Circuit Court Judge (Vacancy of Riley),James Michael Bailey,618
5,29653,8770,Circuit Court Judge (Vacancy of Riley),John Patrick Nyhan,115
5,29653,8770,Circuit Court Judge (Vacancy of Riley),Marvin W. Gray,1013
5,29653,8770,Circuit Court Judge (Vacancy of Riley),Russell William Hartigan,1131
5,29653,8770,Circuit Court Judge (Vacancy of Riley),Sandra G. Ramos,1664
5,29653,8770,Circuit Court Judge (Vacancy of Riley),Tracey J. Stokes,1820
5,29653,8770,Judge 1st Subcircuit - Add'l Judge A,Bonita Coleman-John,111
5,29653,8770,Judge 1st Subcircuit - Vac of Coleman,Linnae Bryant,52
5,29653,8770,Judge 1st Subcircuit - Vac of Coleman,Thaddeus L. Wilson,64
5,29653,8770,Judge 1st Subcircuit - Vac of Steele,Jesse Outlaw,30
5,29653,8770,Judge 1st Subcircuit - Vac of Steele,Joseph Chico,6
5,29653,8770,Judge 1st Subcircuit - Vac of Steele,Michelle Hugghis Flagg,16
5,29653,8770,Judge 1st Subcircuit - Vac of Steele,Sharon Oden-Johnson,41
5,29653,8770,Judge 1st Subcircuit - Vac of Steele,Theodore 'Ted' London,32
6,37574,11281,Appellate Court Judge (Vacancy of McNulty),Arnette R. Hubbard,5010
6,37574,11281,Appellate Court Judge (Vacancy of McNulty),Ellen L. Flannigan,544
6,37574,11281,Appellate Court Judge (Vacancy of McNulty),James R. Epstein,881
6,37574,11281,Appellate Court Judge (Vacancy of McNulty),Jim Ryan,1627
6,37574,11281,Appellate Court Judge (Vacancy of McNulty),Kathleen G. Kennedy,1624
6,37574,11281,Appellate Court Judge (Vacancy of O'Malley),Aurelia Marie Pucinski,2445
6,37574,11281,Appellate Court Judge (Vacancy of O'Malley),Don R. Sampen,250
6,37574,11281,Appellate Court Judge (Vacancy of O'Malley),Frank Edward Gardner,1605
6,37574,11281,Appellate Court Judge (Vacancy of O'Malley),Pamela E. Hill-Veal,3860
6,37574,11281,Appellate Court Judge (Vacancy of O'Malley),Thomas L. Hogan,1361
6,37574,11281,Appellate Court Judge (Vacancy of South),Anthony Lynn Burrell,1905
6,37574,11281,Appellate Court Judge (Vacancy of South),Kevin Rogers,1854
6,37574,11281,Appellate Court Judge (Vacancy of South),Mary Katherine Rochford,1668
6,37574,11281,Appellate Court Judge (Vacancy of South),Sebastian T. Patti,1084
6,37574,11281,Appellate Court Judge (Vacancy of South),William D. O'Neal,2593
6,37574,11281,Circuit Court Judge (Vacancy of Berland),Deidre Baumann,1670
6,37574,11281,Circuit Court Judge (Vacancy of Berland),William Burnett Raines,2100
6,37574,11281,Circuit Court Judge (Vacancy of Berland),William H. Hooks,5542
6,37574,11281,Circuit Court Judge (Vacancy of Bronstein),Diann K. Marsalek,1534
6,37574,11281,Circuit Court Judge (Vacancy of Bronstein),Sharon Finegan Patterson,3629
6,37574,11281,Circuit Court Judge (Vacancy of Bronstein),Terry MacCarthy,2259
6,37574,11281,Circuit Court Judge (Vacancy of Bronstein),Thomas William Flannigan,1296
6,37574,11281,Circuit Court Judge (Vacancy of Dolan),Kevin J. Murphy,2200
6,37574,11281,Circuit Court Judge (Vacancy of Dolan),Linda J. Pauel,2365
6,37574,11281,Circuit Court Judge (Vacancy of Dolan),Susan Kennedy Sullivan,2563
6,37574,11281,Circuit Court Judge (Vacancy of Dolan),Ubi O'Neal,1790
6,37574,11281,Circuit Court Judge (Vacancy of Hayes),Bonnie Carol McGrath,2009
6,37574,11281,Circuit Court Judge (Vacancy of Hayes),Carl B. Boyd,3996
6,37574,11281,Circuit Court Judge (Vacancy of Hayes),Raymond W. Mitchell,3041
6,37574,11281,Circuit Court Judge (Vacancy of Kelley),Joanne F. Fehn,3531
6,37574,11281,Circuit Court Judge (Vacancy of Kelley),"John Patrick Callahan, Jr.",5010
6,37574,11281,Circuit Court Judge (Vacancy of McCarthy),Daniel J. Gallagher,8000
6,37574,11281,Circuit Court Judge (Vacancy of O'Malley),Thomas V. Lyons,8010
6,37574,11281,Circuit Court Judge (Vacancy of Riley),Edmund Paul Michalowski,91
6,37574,11281,Circuit Court Judge (Vacancy of Riley),James Michael Bailey,1117
6,37574,11281,Circuit Court Judge (Vacancy of Riley),John Patrick Nyhan,153
6,37574,11281,Circuit Court Judge (Vacancy of Riley),Marvin W. Gray,1983
6,37574,11281,Circuit Court Judge (Vacancy of Riley),Russell William Hartigan,597
6,37574,11281,Circuit Court Judge (Vacancy of Riley),Sandra G. Ramos,2236
6,37574,11281,Circuit Court Judge (Vacancy of Riley),Tracey J. Stokes,2899
6,37574,11281,Judge 1st Subcircuit - Add'l Judge A,Bonita Coleman-John,7394
6,37574,11281,Judge 1st Subcircuit - Vac of Coleman,Linnae Bryant,3112
6,37574,11281,Judge 1st Subcircuit - Vac of Coleman,Thaddeus L. Wilson,4829
6,37574,11281,Judge 1st Subcircuit - Vac of Steele,Jesse Outlaw,1981
6,37574,11281,Judge 1st Subcircuit - Vac of Steele,Joseph Chico,377
6,37574,11281,Judge 1st Subcircuit - Vac of Steele,Michelle Hugghis Flagg,813
6,37574,11281,Judge 1st Subcircuit - Vac of Steele,Sharon Oden-Johnson,3203
6,37574,11281,Judge 1st Subcircuit - Vac of Steele,Theodore 'Ted' London,1729
7,32360,8651,Appellate Court Judge (Vacancy of McNulty),Arnette R. Hubbard,3119
7,32360,8651,Appellate Court Judge (Vacancy of McNulty),Ellen L. Flannigan,538
7,32360,8651,Appellate Court Judge (Vacancy of McNulty),James R. Epstein,896
7,32360,8651,Appellate Court Judge (Vacancy of McNulty),Jim Ryan,1348
7,32360,8651,Appellate Court Judge (Vacancy of McNulty),Kathleen G. Kennedy,1441
7,32360,8651,Appellate Court Judge (Vacancy of O'Malley),Aurelia Marie Pucinski,2107
7,32360,8651,Appellate Court Judge (Vacancy of O'Malley),Don R. Sampen,209
7,32360,8651,Appellate Court Judge (Vacancy of O'Malley),Frank Edward Gardner,1067
7,32360,8651,Appellate Court Judge (Vacancy of O'Malley),Pamela E. Hill-Veal,2736
7,32360,8651,Appellate Court Judge (Vacancy of O'Malley),Thomas L. Hogan,1067
7,32360,8651,Appellate Court Judge (Vacancy of South),Anthony Lynn Burrell,1392
7,32360,8651,Appellate Court Judge (Vacancy of South),Kevin Rogers,1419
7,32360,8651,Appellate Court Judge (Vacancy of South),Mary Katherine Rochford,1404
7,32360,8651,Appellate Court Judge (Vacancy of South),Sebastian T. Patti,723
7,32360,8651,Appellate Court Judge (Vacancy of South),William D. O'Neal,2006
7,32360,8651,Circuit Court Judge (Vacancy of Berland),Deidre Baumann,1431
7,32360,8651,Circuit Court Judge (Vacancy of Berland),William Burnett Raines,1728
7,32360,8651,Circuit Court Judge (Vacancy of Berland),William H. Hooks,3853
7,32360,8651,Circuit Court Judge (Vacancy of Bronstein),Diann K. Marsalek,1044
7,32360,8651,Circuit Court Judge (Vacancy of Bronstein),Sharon Finegan Patterson,2696
7,32360,8651,Circuit Court Judge (Vacancy of Bronstein),Terry MacCarthy,1753
7,32360,8651,Circuit Court Judge (Vacancy of Bronstein),Thomas William Flannigan,1196
7,32360,8651,Circuit Court Judge (Vacancy of Dolan),Kevin J. Murphy,1691
7,32360,8651,Circuit Court Judge (Vacancy of Dolan),Linda J. Pauel,1682
7,32360,8651,Circuit Court Judge (Vacancy of Dolan),Susan Kennedy Sullivan,2165
7,32360,8651,Circuit Court Judge (Vacancy of Dolan),Ubi O'Neal,1281
7,32360,8651,Circuit Court Judge (Vacancy of Hayes),Bonnie Carol McGrath,1757
7,32360,8651,Circuit Court Judge (Vacancy of Hayes),Carl B. Boyd,2853
7,32360,8651,Circuit Court Judge (Vacancy of Hayes),Raymond W. Mitchell,2226
7,32360,8651,Circuit Court Judge (Vacancy of Kelley),Joanne F. Fehn,2746
7,32360,8651,Circuit Court Judge (Vacancy of Kelley),"John Patrick Callahan, Jr.",3788
7,32360,8651,Circuit Court Judge (Vacancy of McCarthy),Daniel J. Gallagher,6162
7,32360,8651,Circuit Court Judge (Vacancy of O'Malley),Thomas V. Lyons,6117
7,32360,8651,Circuit Court Judge (Vacancy of Riley),Edmund Paul Michalowski,115
7,32360,8651,Circuit Court Judge (Vacancy of Riley),James Michael Bailey,780
7,32360,8651,Circuit Court Judge (Vacancy of Riley),John Patrick Nyhan,154
7,32360,8651,Circuit Court Judge (Vacancy of Riley),Marvin W. Gray,1504
7,32360,8651,Circuit Court Judge (Vacancy of Riley),Russell William Hartigan,455
7,32360,8651,Circuit Court Judge (Vacancy of Riley),Sandra G. Ramos,1640
7,32360,8651,Circuit Court Judge (Vacancy of Riley),Tracey J. Stokes,2203
7,32360,8651,Judge 1st Subcircuit - Add'l Judge A,Bonita Coleman-John,5501
7,32360,8651,Judge 1st Subcircuit - Vac of Coleman,Linnae Bryant,2456
7,32360,8651,Judge 1st Subcircuit - Vac of Coleman,Thaddeus L. Wilson,3338
7,32360,8651,Judge 1st Subcircuit - Vac of Steele,Jesse Outlaw,1508
7,32360,8651,Judge 1st Subcircuit - Vac of Steele,Joseph Chico,655
7,32360,8651,Judge 1st Subcircuit - Vac of Steele,Michelle Hugghis Flagg,643
7,32360,8651,Judge 1st Subcircuit - Vac of Steele,Sharon Oden-Johnson,2093
7,32360,8651,Judge 1st Subcircuit - Vac of Steele,Theodore 'Ted' London,1058
8,37656,12507,Appellate Court Judge (Vacancy of McNulty),Arnette R. Hubbard,5596
8,37656,12507,Appellate Court Judge (Vacancy of McNulty),Ellen L. Flannigan,612
8,37656,12507,Appellate Court Judge (Vacancy of McNulty),James R. Epstein,1046
8,37656,12507,Appellate Court Judge (Vacancy of McNulty),Jim Ryan,1770
8,37656,12507,Appellate Court Judge (Vacancy of McNulty),Kathleen G. Kennedy,1761
8,37656,12507,Appellate Court Judge (Vacancy of O'Malley),Aurelia Marie Pucinski,2697
8,37656,12507,Appellate Court Judge (Vacancy of O'Malley),Don R. Sampen,286
8,37656,12507,Appellate Court Judge (Vacancy of O'Malley),Frank Edward Gardner,1736
8,37656,12507,Appellate Court Judge (Vacancy of O'Malley),Pamela E. Hill-Veal,4366
8,37656,12507,Appellate Court Judge (Vacancy of O'Malley),Thomas L. Hogan,1494
8,37656,12507,Appellate Court Judge (Vacancy of South),Anthony Lynn Burrell,1995
8,37656,12507,Appellate Court Judge (Vacancy of South),Kevin Rogers,2147
8,37656,12507,Appellate Court Judge (Vacancy of South),Mary Katherine Rochford,1834
8,37656,12507,Appellate Court Judge (Vacancy of South),Sebastian T. Patti,698
8,37656,12507,Appellate Court Judge (Vacancy of South),William D. O'Neal,3549
8,37656,12507,Circuit Court Judge (Vacancy of Berland),Deidre Baumann,1828
8,37656,12507,Circuit Court Judge (Vacancy of Berland),William Burnett Raines,2228
8,37656,12507,Circuit Court Judge (Vacancy of Berland),William H. Hooks,6254
8,37656,12507,Circuit Court Judge (Vacancy of Bronstein),Diann K. Marsalek,1811
8,37656,12507,Circuit Court Judge (Vacancy of Bronstein),Sharon Finegan Patterson,4136
8,37656,12507,Circuit Court Judge (Vacancy of Bronstein),Terry MacCarthy,2464
