WARD,REGISTERED VOTERS,BALLOTS CAST,RACE,CANDIDATE,VOTES
1,30837,664,Appellate Court Judge (Vacancy of McNulty),No Candidate,0
1,30837,664,Appellate Court Judge (Vacancy of O'Malley),No Candidate,0
1,30837,664,Appellate Court Judge (Vacancy of South),No Candidate,0
1,30837,664,Circuit Court Judge (Vacancy of Berland),No Candidate,0
1,30837,664,Circuit Court Judge (Vacancy of Bronstein),No Candidate,0
1,30837,664,Circuit Court Judge (Vacancy of Dolan),No Candidate,0
1,30837,664,Circuit Court Judge (Vacancy of Hayes),No Candidate,0
1,30837,664,Circuit Court Judge (Vacancy of Kelley),No Candidate,0
1,30837,664,Circuit Court Judge (Vacancy of McCarthy),Maureen Masterson Pulia,249
1,30837,664,Circuit Court Judge (Vacancy of McCarthy),Michaela Nolan Ryan,230
1,30837,664,Circuit Court Judge (Vacancy of O'Malley),No Candidate,0
1,30837,664,Circuit Court Judge (Vacancy of Riley),No Candidate,0
2,38872,910,Appellate Court Judge (Vacancy of McNulty),No Candidate,0
2,38872,910,Appellate Court Judge (Vacancy of O'Malley),No Candidate,0
2,38872,910,Appellate Court Judge (Vacancy of South),No Candidate,0
2,38872,910,Circuit Court Judge (Vacancy of Berland),No Candidate,0
2,38872,910,Circuit Court Judge (Vacancy of Bronstein),No Candidate,0
2,38872,910,Circuit Court Judge (Vacancy of Dolan),No Candidate,0
2,38872,910,Circuit Court Judge (Vacancy of Hayes),No Candidate,0
2,38872,910,Circuit Court Judge (Vacancy of Kelley),No Candidate,0
2,38872,910,Circuit Court Judge (Vacancy of McCarthy),Maureen Masterson Pulia,357
2,38872,910,Circuit Court Judge (Vacancy of McCarthy),Michaela Nolan Ryan,323
2,38872,910,Circuit Court Judge (Vacancy of O'Malley),No Candidate,0
2,38872,910,Circuit Court Judge (Vacancy of Riley),No Candidate,0
2,38872,910,Judge 14th Subcircuit - Add'l Judge A,No Candidate,0
3,24082,145,Appellate Court Judge (Vacancy of McNulty),No Candidate,0
3,24082,145,Appellate Court Judge (Vacancy of O'Malley),No Candidate,0
3,24082,145,Appellate Court Judge (Vacancy of South),No Candidate,0
3,24082,145,Circuit Court Judge (Vacancy of Berland),No Candidate,0
3,24082,145,Circuit Court Judge (Vacancy of Bronstein),No Candidate,0
3,24082,145,Circuit Court Judge (Vacancy of Dolan),No Candidate,0
3,24082,145,Circuit Court Judge (Vacancy of Hayes),No Candidate,0
3,24082,145,Circuit Court Judge (Vacancy of Kelley),No Candidate,0
3,24082,145,Circuit Court Judge (Vacancy of McCarthy),Maureen Masterson Pulia,38
3,24082,145,Circuit Court Judge (Vacancy of McCarthy),Michaela Nolan Ryan,70
3,24082,145,Circuit Court Judge (Vacancy of O'Malley),No Candidate,0
3,24082,145,Circuit Court Judge (Vacancy of Riley),No Candidate,0
3,24082,145,Judge 14th Subcircuit - Add'l Judge A,No Candidate,0
4,29166,209,Appellate Court Judge (Vacancy of McNulty),No Candidate,0
4,29166,209,Appellate Court Judge (Vacancy of O'Malley),No Candidate,0
4,29166,209,Appellate Court Judge (Vacancy of South),No Candidate,0
4,29166,209,Circuit Court Judge (Vacancy of Berland),No Candidate,0
4,29166,209,Circuit Court Judge (Vacancy of Bronstein),No Candidate,0
4,29166,209,Circuit Court Judge (Vacancy of Dolan),No Candidate,0
4,29166,209,Circuit Court Judge (Vacancy of Hayes),No Candidate,0
4,29166,209,Circuit Court Judge (Vacancy of Kelley),No Candidate,0
4,29166,209,Circuit Court Judge (Vacancy of McCarthy),Maureen Masterson Pulia,77
4,29166,209,Circuit Court Judge (Vacancy of McCarthy),Michaela Nolan Ryan,62
4,29166,209,Circuit Court Judge (Vacancy of O'Malley),No Candidate,0
4,29166,209,Circuit Court Judge (Vacancy of Riley),No Candidate,0
5,29653,214,Appellate Court Judge (Vacancy of McNulty),No Candidate,0
5,29653,214,Appellate Court Judge (Vacancy of O'Malley),No Candidate,0
5,29653,214,Appellate Court Judge (Vacancy of South),No Candidate,0
5,29653,214,Circuit Court Judge (Vacancy of Berland),No Candidate,0
5,29653,214,Circuit Court Judge (Vacancy of Bronstein),No Candidate,0
5,29653,214,Circuit Court Judge (Vacancy of Dolan),No Candidate,0
5,29653,214,Circuit Court Judge (Vacancy of Hayes),No Candidate,0
5,29653,214,Circuit Court Judge (Vacancy of Kelley),No Candidate,0
5,29653,214,Circuit Court Judge (Vacancy of McCarthy),Maureen Masterson Pulia,91
5,29653,214,Circuit Court Judge (Vacancy of McCarthy),Michaela Nolan Ryan,60
5,29653,214,Circuit Court Judge (Vacancy of O'Malley),No Candidate,0
5,29653,214,Circuit Court Judge (Vacancy of Riley),No Candidate,0
5,29653,214,Judge 1st Subcircuit - Add'l Judge A,No Candidate,0
5,29653,214,Judge 1st Subcircuit - Vac of Coleman,No Candidate,0
5,29653,214,Judge 1st Subcircuit - Vac of Steele,No Candidate,0
6,37574,87,Appellate Court Judge (Vacancy of McNulty),No Candidate,0
6,37574,87,Appellate Court Judge (Vacancy of O'Malley),No Candidate,0
6,37574,87,Appellate Court Judge (Vacancy of South),No Candidate,0
6,37574,87,Circuit Court Judge (Vacancy of Berland),No Candidate,0
6,37574,87,Circuit Court Judge (Vacancy of Bronstein),No Candidate,0
6,37574,87,Circuit Court Judge (Vacancy of Dolan),No Candidate,0
6,37574,87,Circuit Court Judge (Vacancy of Hayes),No Candidate,0
6,37574,87,Circuit Court Judge (Vacancy of Kelley),No Candidate,0
6,37574,87,Circuit Court Judge (Vacancy of McCarthy),Maureen Masterson Pulia,32
6,37574,87,Circuit Court Judge (Vacancy of McCarthy),Michaela Nolan Ryan,31
6,37574,87,Circuit Court Judge (Vacancy of O'Malley),No Candidate,0
6,37574,87,Circuit Court Judge (Vacancy of Riley),No Candidate,0
6,37574,87,Judge 1st Subcircuit - Add'l Judge A,No Candidate,0
6,37574,87,Judge 1st Subcircuit - Vac of Coleman,No Candidate,0
6,37574,87,Judge 1st Subcircuit - Vac of Steele,No Candidate,0
7,32360,87,Appellate Court Judge (Vacancy of McNulty),No Candidate,0
7,32360,87,Appellate Court Judge (Vacancy of O'Malley),No Candidate,0
7,32360,87,Appellate Court Judge (Vacancy of South),No Candidate,0
7,32360,87,Circuit Court Judge (Vacancy of Berland),No Candidate,0
7,32360,87,Circuit Court Judge (Vacancy of Bronstein),No Candidate,0
7,32360,87,Circuit Court Judge (Vacancy of Dolan),No Candidate,0
7,32360,87,Circuit Court Judge (Vacancy of Hayes),No Candidate,0
7,32360,87,Circuit Court Judge (Vacancy of Kelley),No Candidate,0
7,32360,87,Circuit Court Judge (Vacancy of McCarthy),Maureen Masterson Pulia,38
7,32360,87,Circuit Court Judge (Vacancy of McCarthy),Michaela Nolan Ryan,35
7,32360,87,Circuit Court Judge (Vacancy of O'Malley),No Candidate,0
7,32360,87,Circuit Court Judge (Vacancy of Riley),No Candidate,0
7,32360,87,Judge 1st Subcircuit - Add'l Judge A,No Candidate,0
7,32360,87,Judge 1st Subcircuit - Vac of Coleman,No Candidate,0
7,32360,87,Judge 1st Subcircuit - Vac of Steele,No Candidate,0
8,37656,96,Appellate Court Judge (Vacancy of McNulty),No Candidate,0
8,37656,96,Appellate Court Judge (Vacancy of O'Malley),No Candidate,0
8,37656,96,Appellate Court Judge (Vacancy of South),No Candidate,0
8,37656,96,Circuit Court Judge (Vacancy of Berland),No Candidate,0
8,37656,96,Circuit Court Judge (Vacancy of Bronstein),No Candidate,0
8,37656,96,Circuit Court Judge (Vacancy of Dolan),No Candidate,0
8,37656,96,Circuit Court Judge (Vacancy of Hayes),No Candidate,0
8,37656,96,Circuit Court Judge (Vacancy of Kelley),No Candidate,0
8,37656,96,Circuit Court Judge (Vacancy of McCarthy),Maureen Masterson Pulia,32
8,37656,96,Circuit Court Judge (Vacancy of McCarthy),Michaela Nolan Ryan,30
8,37656,96,Circuit Court Judge (Vacancy of O'Malley),No Candidate,0
8,37656,96,Circuit Court Judge (Vacancy of Riley),No Candidate,0
8,37656,96,Judge 1st Subcircuit - Add'l Judge A,No Candidate,0
8,37656,96,Judge 1st Subcircuit - Vac of Coleman,No Candidate,0
8,37656,96,Judge 1st Subcircuit - Vac of Steele,No Candidate,0
9,32447,91,Appellate Court Judge (Vacancy of McNulty),No Candidate,0
9,32447,91,Appellate Court Judge (Vacancy of O'Malley),No Candidate,0
9,32447,91,Appellate Court Judge (Vacancy of South),No Candidate,0
