WARD,REGISTERED VOTERS,BALLOTS CAST,RACE,CANDIDATE,VOTES
1,27005,11035,Judge of the Appellate Court (Vacancy of Burke),Alan J. Greiman,2088
1,27005,11035,Judge of the Appellate Court (Vacancy of Burke),Sharon Johnson Coleman,2818
1,27005,11035,Judge of the Appellate Court (Vacancy of Burke),William D. O'Neal,2282
1,27005,11035,Judge of the Appellate Court (Vacancy of Campbell),Frank Edward Gardner,1480
1,27005,11035,Judge of the Appellate Court (Vacancy of Campbell),John O. Steele,3027
1,27005,11035,Judge of the Appellate Court (Vacancy of Campbell),Richard F. Walsh,2309
1,27005,11035,Judge of the Circuit Court (Vacancy of Disko),Dennis J. Burke,3775
1,27005,11035,Judge of the Circuit Court (Vacancy of Disko),Lauretta Higgins Wolfson,3293
1,27005,11035,Judge of the Circuit Court (Vacancy of Glowacki),Jesse G. Reyes,4824
1,27005,11035,Judge of the Circuit Court (Vacancy of Glowacki),Terry MacCarthy,2457
1,27005,11035,Judge of the Circuit Court (Vacancy of Healy),Maureen Ward Kirby,5348
1,27005,11035,Judge of the Circuit Court (Vacancy of Healy),Peter John Curielli,1483
1,27005,11035,Judge of the Circuit Court (Vacancy of Keehan),Joseph Robert Papavero,1624
1,27005,11035,Judge of the Circuit Court (Vacancy of Keehan),Marilyn F. Johnson,5338
1,27005,11035,Judge of the Circuit Court (Vacancy of Lott),Joanne Marie 'Jody' Rogers,3947
1,27005,11035,Judge of the Circuit Court (Vacancy of Lott),Thomas J. Byrne,3040
1,27005,11035,Judge of the Circuit Court (Vacancy of Montelione),Debra B. Walker,4175
1,27005,11035,Judge of the Circuit Court (Vacancy of Montelione),Thaddeus L. Wilson,1302
1,27005,11035,Judge of the Circuit Court (Vacancy of Montelione),Thomas A. Doran,1202
1,27005,11035,Judge of the Circuit Court (Vacancy of Murphy),Frank James Ryan,1158
1,27005,11035,Judge of the Circuit Court (Vacancy of Murphy),Kristyna Colleen Ryan,2665
1,27005,11035,Judge of the Circuit Court (Vacancy of Murphy),Paula M. Lingo,2774
1,27005,11035,Judge of the Circuit Court (Vacancy of Nowicki),Brian Terrence Sexton,1161
1,27005,11035,Judge of the Circuit Court (Vacancy of Nowicki),John J. 'Jack' Murphy,1526
1,27005,11035,Judge of the Circuit Court (Vacancy of Nowicki),Kim R. Kardas,2169
1,27005,11035,Judge of the Circuit Court (Vacancy of Nowicki),Michael B. Hyman,1842
1,27005,11035,Judge of the Circuit Court (Vacancy of Thomas),David John Mulvihill,411
1,27005,11035,Judge of the Circuit Court (Vacancy of Thomas),E. Madeline O'Neill,2256
1,27005,11035,Judge of the Circuit Court (Vacancy of Thomas),Joan Powell,2895
1,27005,11035,Judge of the Circuit Court (Vacancy of Thomas),Patrick Dennis Riley,1020
1,27005,11035,Judge of the Supreme Court (Vacancy of McMorrow),Anne M. Burke,7418
1,27005,11035,"Judge, 10th Subcircuit (Vacancy of Kowalski)",Gerald Patrick Cleary,2
1,27005,11035,"Judge, 10th Subcircuit (Vacancy of Kowalski)",James Edward Snyder,1
1,27005,11035,"Judge, 10th Subcircuit (Vacancy of Kowalski)",Stephen F. Sidlowski,1
1,27005,11035,"Judge, 10th Subcircuit (Vacancy of Kowalski)",Ursula Walowski,5
1,27005,11035,"Judge, 10th Subcircuit (Vacancy of Morrissey)",Diana L. Kenworthy,4
1,27005,11035,"Judge, 10th Subcircuit (Vacancy of Morrissey)",John G. Mulroe,1
1,27005,11035,"Judge, 10th Subcircuit (Vacancy of Morrissey)",Rosaire Marie Hall,4
1,27005,11035,"Judge, 10th Subcircuit (Vacancy of Pucinski)",Eileen O'Neill Burke,2
1,27005,11035,"Judge, 10th Subcircuit (Vacancy of Pucinski)",Joan Ellen Smuda,2
1,27005,11035,"Judge, 10th Subcircuit (Vacancy of Pucinski)",John Garrett Maher,1
1,27005,11035,"Judge, 10th Subcircuit (Vacancy of Pucinski)",Kenneth L. Fletcher,2
1,27005,11035,"Judge, 10th Subcircuit (Vacancy of Pucinski)",Thomas Francis Biesty,2
1,27005,11035,"Judge, 6th Subcircuit (Vacancy of Figueroa)",Laura Bertucci Smith,1911
1,27005,11035,"Judge, 6th Subcircuit (Vacancy of Figueroa)",Mary Katherine M. Moore,1994
1,27005,11035,"Judge, 6th Subcircuit (Vacancy of Figueroa)",Mauricio Araujo,1500
1,27005,11035,"Judge, 6th Subcircuit (Vacancy of Figueroa)",Nancy Hallihan Horodecki,843
1,27005,11035,"Judge, 6th Subcircuit (Vacancy of Figueroa)",Stuart M. Brody,671
1,27005,11035,"Judge, 7th Subcircuit (Vacancy of Young)",Anita Rivkin-Carothers,11
1,27005,11035,"Judge, 7th Subcircuit (Vacancy of Young)",David H. Latham,5
1,27005,11035,"Judge, 7th Subcircuit (Vacancy of Young)",Kevin Kenneth Pechous,5
1,27005,11035,"Judge, 7th Subcircuit (Vacancy of Young)",Melanie Rose Nuby,17
1,27005,11035,"Judge, 7th Subcircuit (Vacancy of Young)",T. Lee Boyd Jr.,2
2,31839,15890,Judge of the Appellate Court (Vacancy of Burke),Alan J. Greiman,2492
2,31839,15890,Judge of the Appellate Court (Vacancy of Burke),Sharon Johnson Coleman,6161
2,31839,15890,Judge of the Appellate Court (Vacancy of Burke),William D. O'Neal,2973
2,31839,15890,Judge of the Appellate Court (Vacancy of Campbell),Frank Edward Gardner,2405
2,31839,15890,Judge of the Appellate Court (Vacancy of Campbell),John O. Steele,6315
2,31839,15890,Judge of the Appellate Court (Vacancy of Campbell),Richard F. Walsh,2483
2,31839,15890,Judge of the Circuit Court (Vacancy of Disko),Dennis J. Burke,5788
2,31839,15890,Judge of the Circuit Court (Vacancy of Disko),Lauretta Higgins Wolfson,5085
2,31839,15890,Judge of the Circuit Court (Vacancy of Glowacki),Jesse G. Reyes,6277
2,31839,15890,Judge of the Circuit Court (Vacancy of Glowacki),Terry MacCarthy,4825
2,31839,15890,Judge of the Circuit Court (Vacancy of Healy),Maureen Ward Kirby,8976
2,31839,15890,Judge of the Circuit Court (Vacancy of Healy),Peter John Curielli,1724
2,31839,15890,Judge of the Circuit Court (Vacancy of Keehan),Joseph Robert Papavero,1461
2,31839,15890,Judge of the Circuit Court (Vacancy of Keehan),Marilyn F. Johnson,9601
2,31839,15890,Judge of the Circuit Court (Vacancy of Lott),Joanne Marie 'Jody' Rogers,5903
2,31839,15890,Judge of the Circuit Court (Vacancy of Lott),Thomas J. Byrne,5100
