WARD,REGISTERED VOTERS,BALLOTS CAST,RACE,CANDIDATE,VOTES
1,32608,23486,Andrew Berman,No,2127
1,32608,23486,Andrew Berman,Yes,8715
1,32608,23486,Anthony Lynn Burrell,No,2853
1,32608,23486,Anthony Lynn Burrell,Yes,7773
1,32608,23486,Barbara A. McDonald,No,1849
1,32608,23486,Barbara A. McDonald,Yes,8954
1,32608,23486,Barbara Ann Riley,No,1915
1,32608,23486,Barbara Ann Riley,Yes,8819
1,32608,23486,Barbara M Meyer,No,1871
1,32608,23486,Barbara M Meyer,Yes,8696
1,32608,23486,Candace Jean Fabri,No,2180
1,32608,23486,Candace Jean Fabri,Yes,8614
1,32608,23486,Carol Pearce McCarthy,No,2287
1,32608,23486,Carol Pearce McCarthy,Yes,8444
1,32608,23486,Casandra Lewis,No,3518
1,32608,23486,Casandra Lewis,Yes,7448
1,32608,23486,Cheryl A. (Hilliard) Starks,No,2031
1,32608,23486,Cheryl A. (Hilliard) Starks,Yes,8595
1,32608,23486,Clayton J. Crane,No,2231
1,32608,23486,Clayton J. Crane,Yes,8521
1,32608,23486,Countywide Referendum,No,5479
1,32608,23486,Countywide Referendum,Yes,12245
1,32608,23486,David P. Sterba,No,2133
1,32608,23486,David P. Sterba,Yes,8490
1,32608,23486,Dennis Michael McGuire,No,2055
1,32608,23486,Dennis Michael McGuire,Yes,8441
1,32608,23486,Diane Gordon Cannon,No,2002
1,32608,23486,Diane Gordon Cannon,Yes,8873
1,32608,23486,Donald Joseph Suriano,No,2104
1,32608,23486,Donald Joseph Suriano,Yes,8549
1,32608,23486,Edmund Ponce de Leon,No,1982
1,32608,23486,Edmund Ponce de Leon,Yes,8883
1,32608,23486,Edward N. Pietrucha,No,3323
1,32608,23486,Edward N. Pietrucha,Yes,7512
1,32608,23486,Eileen Mary Brewer,No,1901
1,32608,23486,Eileen Mary Brewer,Yes,8746
1,32608,23486,Evelyn B. Clay,No,3418
1,32608,23486,Evelyn B. Clay,Yes,7802
1,32608,23486,Frank G. Zelezinski,No,2211
1,32608,23486,Frank G. Zelezinski,Yes,8423
1,32608,23486,Gerald C. Bender,No,2615
1,32608,23486,Gerald C. Bender,Yes,8326
1,32608,23486,Gregory Joseph Wojkowski,No,2129
1,32608,23486,Gregory Joseph Wojkowski,Yes,8608
1,32608,23486,James G. Riley,No,2211
1,32608,23486,James G. Riley,Yes,8390
1,32608,23486,James J. Gavin,No,2079
1,32608,23486,James J. Gavin,Yes,8646
1,32608,23486,James L. Rhodes,No,2095
1,32608,23486,James L. Rhodes,Yes,8541
1,32608,23486,James Patrick Flannery,No,2071
1,32608,23486,James Patrick Flannery,Yes,9188
1,32608,23486,James R. Brown,No,2091
1,32608,23486,James R. Brown,Yes,8501
1,32608,23486,Jane Louise Stuart,No,2128
1,32608,23486,Jane Louise Stuart,Yes,8505
1,32608,23486,Janet Adams Brosnahan,No,2436
1,32608,23486,Janet Adams Brosnahan,Yes,8233
1,32608,23486,John J. Fleming,No,2064
1,32608,23486,John J. Fleming,Yes,8741
1,32608,23486,"John Thomas Doody, Jr.",No,2183
1,32608,23486,"John Thomas Doody, Jr.",Yes,8369
1,32608,23486,Judge of the Appellate Court (Vacancy of Burke),Sharon Johnson Coleman,15339
1,32608,23486,Judge of the Appellate Court (Vacancy of Campbell),John O. Steele,14555
1,32608,23486,Judge of the Circuit Court (Vacancy of Disko),Dennis J. Burke,14045
1,32608,23486,Judge of the Circuit Court (Vacancy of Glowacki),Jesse G. Reyes,14127
1,32608,23486,Judge of the Circuit Court (Vacancy of Healy),Maureen Ward Kirby,13320
1,32608,23486,Judge of the Circuit Court (Vacancy of Keehan),Marilyn F. Johnson,13230
1,32608,23486,Judge of the Circuit Court (Vacancy of Lott),Thomas J. Byrne,13217
1,32608,23486,Judge of the Circuit Court (Vacancy of Montelione),Debra B. Walker,13142
1,32608,23486,Judge of the Circuit Court (Vacancy of Murphy),Kristyna Colleen Ryan,12602
1,32608,23486,Judge of the Circuit Court (Vacancy of Nowiciki),Michael B. Hyman,13009
1,32608,23486,Judge of the Circuit Court (Vacancy of Thomas),Joan Powell,13105
1,32608,23486,"Judge, 10th Subcircuit - (Vacancy of Kowalski)",Ursula Walowski,24
1,32608,23486,"Judge, 10th Subcircuit - (Vacancy of Morrissey)",Diana L. Kenworthy,24
1,32608,23486,"Judge, 10th Subcircuit - (Vacancy of Pucinski)",Eileen O'Neill Burke,20
1,32608,23486,"Judge, 6th Subcircuit - (Vacancy of Figueroa)",Mauricio Araujo,13216
1,32608,23486,"Judge, 7th Subcircuit - (Vacancy of Young)",Anita Rivkin-Carothers,45
1,32608,23486,Kathleen G. Kennedy,No,1743
1,32608,23486,Kathleen G. Kennedy,Yes,9193
1,32608,23486,Kathleen Marie McGury,No,2335
1,32608,23486,Kathleen Marie McGury,Yes,8741
1,32608,23486,Kenneth J. Wadas,No,2118
1,32608,23486,Kenneth J. Wadas,Yes,8475
1,32608,23486,Kerry M. Kennedy,No,1904
1,32608,23486,Kerry M. Kennedy,Yes,8760
1,32608,23486,Laura Marie Sullivan,No,1821
1,32608,23486,Laura Marie Sullivan,Yes,8805
1,32608,23486,Lawrence OâGara,No,2119
1,32608,23486,Lawrence OâGara,Yes,8370
1,32608,23486,Lewis Nixon,No,2153
1,32608,23486,Lewis Nixon,Yes,8435
1,32608,23486,Lynn Marie Egan,No,1990
1,32608,23486,Lynn Marie Egan,Yes,9062
1,32608,23486,Margaret Ann Brennan,No,1909
1,32608,23486,Margaret Ann Brennan,Yes,8769
1,32608,23486,Margaret Stanton McBride,No,2183
1,32608,23486,Margaret Stanton McBride,Yes,9675
1,32608,23486,Marjorie C. Laws,No,2124
1,32608,23486,Marjorie C. Laws,Yes,8542
1,32608,23486,Mary A. Mulhern,No,1983
1,32608,23486,Mary A. Mulhern,Yes,8692
1,32608,23486,Mary Anne Mason,No,1870
1,32608,23486,Mary Anne Mason,Yes,8787
1,32608,23486,Mary Ellen Coghlan,No,2086
1,32608,23486,Mary Ellen Coghlan,Yes,9044
1,32608,23486,Michael J. Gallagher,No,2056
1,32608,23486,Michael J. Gallagher,Yes,10454
1,32608,23486,Michael P. Toomin,No,2397
1,32608,23486,Michael P. Toomin,Yes,8860
1,32608,23486,Michelle Francene Lowrance,No,2066
1,32608,23486,Michelle Francene Lowrance,Yes,8985
1,32608,23486,Noreen Valeria Love,No,1921
1,32608,23486,Noreen Valeria Love,Yes,8723
1,32608,23486,Patricia Manila Martin,No,1928
1,32608,23486,Patricia Manila Martin,Yes,8864
1,32608,23486,Peter A. Felice,No,2155
1,32608,23486,Peter A. Felice,Yes,8367
1,32608,23486,RaÃºl Vega,No,1920
1,32608,23486,RaÃºl Vega,Yes,9004
1,32608,23486,Richard J. Elrod,No,2375
1,32608,23486,Richard J. Elrod,Yes,8951
1,32608,23486,Rickey Jones,No,2242
1,32608,23486,Rickey Jones,Yes,8432
1,32608,23486,Robert E. Gordon,No,2003
1,32608,23486,Robert E. Gordon,Yes,8598
1,32608,23486,Rodolfo (Rudy) Garcia,No,2206
1,32608,23486,Rodolfo (Rudy) Garcia,Yes,8911
1,32608,23486,Sandra Otaka,No,1969
1,32608,23486,Sandra Otaka,Yes,8704
1,32608,23486,Sandra Tristano,No,1836
1,32608,23486,Sandra Tristano,Yes,8792
1,32608,23486,Sebastian Thomas Patti,No,2147
1,32608,23486,Sebastian Thomas Patti,Yes,8885
1,32608,23486,Sharon Johnson Coleman,No,2017
1,32608,23486,Sharon Johnson Coleman,Yes,8915
1,32608,23486,Sheila McGinnis,No,1999
1,32608,23486,Sheila McGinnis,Yes,8593
1,32608,23486,Shelley Lynn Sutker-Dermer,No,2175
1,32608,23486,Shelley Lynn Sutker-Dermer,Yes,8796
1,32608,23486,Shelli Williams Hayes,No,2622
1,32608,23486,Shelli Williams Hayes,Yes,8227
1,32608,23486,"Supreme Court Judge, First (Vacancy of McMorrow)",Anne M. Burke,16627
1,32608,23486,Themis N. Karnezis,No,2299
1,32608,23486,Themis N. Karnezis,Yes,8937
1,32608,23486,Thomas E. Flanagan,No,1970
1,32608,23486,Thomas E. Flanagan,Yes,9785
1,32608,23486,Thomas J. Lipscomb,No,2199
1,32608,23486,Thomas J. Lipscomb,Yes,8366
1,32608,23486,Valarie E. Turner,No,2275
1,32608,23486,Valarie E. Turner,Yes,8316
1,32608,23486,Vanessa A. Hopkins,No,3407
1,32608,23486,Vanessa A. Hopkins,Yes,7740
1,32608,23486,Veronica B. Mathein,No,1948
1,32608,23486,Veronica B. Mathein,Yes,8708
1,32608,23486,William G. Lacy,No,2168
1,32608,23486,William G. Lacy,Yes,8452
1,32608,23486,William Timothy OâBrien,No,2015
1,32608,23486,William Timothy OâBrien,Yes,8571
2,39307,30408,Andrew Berman,No,3155
2,39307,30408,Andrew Berman,Yes,12562
2,39307,30408,Anthony Lynn Burrell,No,3634
2,39307,30408,Anthony Lynn Burrell,Yes,11816
2,39307,30408,Barbara A. McDonald,No,2683
2,39307,30408,Barbara A. McDonald,Yes,13000
2,39307,30408,Barbara Ann Riley,No,2686
2,39307,30408,Barbara Ann Riley,Yes,12983
2,39307,30408,Barbara M Meyer,No,2656
2,39307,30408,Barbara M Meyer,Yes,12688
2,39307,30408,Bronzeville,No,287
2,39307,30408,Bronzeville,Yes,1602
2,39307,30408,Candace Jean Fabri,No,3282
2,39307,30408,Candace Jean Fabri,Yes,12361
2,39307,30408,Carol Pearce McCarthy,No,3160
2,39307,30408,Carol Pearce McCarthy,Yes,12403
2,39307,30408,Casandra Lewis,No,4207
2,39307,30408,Casandra Lewis,Yes,11759
2,39307,30408,Cheryl A. (Hilliard) Starks,No,2757
2,39307,30408,Cheryl A. (Hilliard) Starks,Yes,12879
2,39307,30408,Clayton J. Crane,No,3212
2,39307,30408,Clayton J. Crane,Yes,12436
2,39307,30408,Countywide Referendum,No,7813
2,39307,30408,Countywide Referendum,Yes,15303
2,39307,30408,David P. Sterba,No,3482
2,39307,30408,David P. Sterba,Yes,11768
2,39307,30408,Dennis Michael McGuire,No,2995
2,39307,30408,Dennis Michael McGuire,Yes,12259
2,39307,30408,Diane Gordon Cannon,No,2818
2,39307,30408,Diane Gordon Cannon,Yes,13028
2,39307,30408,Donald Joseph Suriano,No,3448
2,39307,30408,Donald Joseph Suriano,Yes,11876
2,39307,30408,Edmund Ponce de Leon,No,3416
2,39307,30408,Edmund Ponce de Leon,Yes,12039
2,39307,30408,Edward N. Pietrucha,No,4821
2,39307,30408,Edward N. Pietrucha,Yes,10679
2,39307,30408,Eileen Mary Brewer,No,2755
2,39307,30408,Eileen Mary Brewer,Yes,12711
2,39307,30408,Evelyn B. Clay,No,4305
2,39307,30408,Evelyn B. Clay,Yes,11945
2,39307,30408,Frank G. Zelezinski,No,3758
2,39307,30408,Frank G. Zelezinski,Yes,11526
2,39307,30408,Gerald C. Bender,No,3648
2,39307,30408,Gerald C. Bender,Yes,12225
2,39307,30408,Gregory Joseph Wojkowski,No,3727
2,39307,30408,Gregory Joseph Wojkowski,Yes,11640
2,39307,30408,James G. Riley,No,3020
2,39307,30408,James G. Riley,Yes,12440
2,39307,30408,James J. Gavin,No,2942
2,39307,30408,James J. Gavin,Yes,12597
2,39307,30408,James L. Rhodes,No,2871
2,39307,30408,James L. Rhodes,Yes,12604
2,39307,30408,James Patrick Flannery,No,3180
2,39307,30408,James Patrick Flannery,Yes,13093
2,39307,30408,James R. Brown,No,2671
2,39307,30408,James R. Brown,Yes,12920
2,39307,30408,Jane Louise Stuart,No,2974
2,39307,30408,Jane Louise Stuart,Yes,12486
2,39307,30408,Janet Adams Brosnahan,No,3487
2,39307,30408,Janet Adams Brosnahan,Yes,11908
2,39307,30408,John J. Fleming,No,3042
2,39307,30408,John J. Fleming,Yes,12647
2,39307,30408,"John Thomas Doody, Jr.",No,3143
2,39307,30408,"John Thomas Doody, Jr.",Yes,12197
2,39307,30408,Judge of the Appellate Court (Vacancy of Burke),Sharon Johnson Coleman,21621
2,39307,30408,Judge of the Appellate Court (Vacancy of Campbell),John O. Steele,20149
2,39307,30408,Judge of the Circuit Court (Vacancy of Disko),Dennis J. Burke,19362
2,39307,30408,Judge of the Circuit Court (Vacancy of Glowacki),Jesse G. Reyes,18481
2,39307,30408,Judge of the Circuit Court (Vacancy of Healy),Maureen Ward Kirby,17968
2,39307,30408,Judge of the Circuit Court (Vacancy of Keehan),Marilyn F. Johnson,18179
2,39307,30408,Judge of the Circuit Court (Vacancy of Lott),Thomas J. Byrne,17841
2,39307,30408,Judge of the Circuit Court (Vacancy of Montelione),Debra B. Walker,18202
2,39307,30408,Judge of the Circuit Court (Vacancy of Murphy),Kristyna Colleen Ryan,17108
2,39307,30408,Judge of the Circuit Court (Vacancy of Nowiciki),Michael B. Hyman,17542
2,39307,30408,Judge of the Circuit Court (Vacancy of Thomas),Joan Powell,17794
2,39307,30408,"Judge, 14th Subcircuit - (Vacancy of Henry)",James N. O'Hara,38
2,39307,30408,"Judge, 14th Subcircuit - (Vacancy of Reyna)",Edward A. Arce,38
2,39307,30408,"Judge, 5th Subcircuit - (Additional Judgeship A)",Dominique C. Ross,1338
2,39307,30408,"Judge, 5th Subcircuit - (Vacancy of Bush)",Jackie Marie Portman,1314
2,39307,30408,"Judge, 7th Subcircuit - (Vacancy of Young)",Anita Rivkin-Carothers,8525
2,39307,30408,"Judge, 8th Subcircuit - (Vacancy of Sheehan)",Ann Collins Dole,7961
2,39307,30408,Kathleen G. Kennedy,No,2505
2,39307,30408,Kathleen G. Kennedy,Yes,13395
2,39307,30408,Kathleen Marie McGury,No,3275
2,39307,30408,Kathleen Marie McGury,Yes,12789
2,39307,30408,Kenneth J. Wadas,No,3355
2,39307,30408,Kenneth J. Wadas,Yes,11966
2,39307,30408,Kerry M. Kennedy,No,2679
2,39307,30408,Kerry M. Kennedy,Yes,12781
2,39307,30408,Laura Marie Sullivan,No,2717
2,39307,30408,Laura Marie Sullivan,Yes,12658
2,39307,30408,Lawrence OâGara,No,3453
2,39307,30408,Lawrence OâGara,Yes,11697
2,39307,30408,Lewis Nixon,No,3324
2,39307,30408,Lewis Nixon,Yes,12098
2,39307,30408,Lynn Marie Egan,No,2995
2,39307,30408,Lynn Marie Egan,Yes,13043
2,39307,30408,Margaret Ann Brennan,No,2801
2,39307,30408,Margaret Ann Brennan,Yes,12695
2,39307,30408,Margaret Stanton McBride,No,3017
2,39307,30408,Margaret Stanton McBride,Yes,13602
2,39307,30408,Marjorie C. Laws,No,2952
2,39307,30408,Marjorie C. Laws,Yes,12668
2,39307,30408,Mary A. Mulhern,No,3105
2,39307,30408,Mary A. Mulhern,Yes,12358
2,39307,30408,Mary Anne Mason,No,2606
2,39307,30408,Mary Anne Mason,Yes,12916
2,39307,30408,Mary Ellen Coghlan,No,3124
2,39307,30408,Mary Ellen Coghlan,Yes,13050
2,39307,30408,Michael J. Gallagher,No,3032
2,39307,30408,Michael J. Gallagher,Yes,14422
2,39307,30408,Michael P. Toomin,No,3718
2,39307,30408,Michael P. Toomin,Yes,12590
2,39307,30408,Michelle Francene Lowrance,No,3093
2,39307,30408,Michelle Francene Lowrance,Yes,12900
2,39307,30408,Noreen Valeria Love,No,2721
2,39307,30408,Noreen Valeria Love,Yes,12745
2,39307,30408,Patricia Manila Martin,No,2778
2,39307,30408,Patricia Manila Martin,Yes,12908
2,39307,30408,Peter A. Felice,No,3423
2,39307,30408,Peter A. Felice,Yes,11760
2,39307,30408,RaÃºl Vega,No,3301
2,39307,30408,RaÃºl Vega,Yes,12015
2,39307,30408,Richard J. Elrod,No,3805
2,39307,30408,Richard J. Elrod,Yes,12839
2,39307,30408,Rickey Jones,No,2806
2,39307,30408,Rickey Jones,Yes,13242
2,39307,30408,Robert E. Gordon,No,2866
2,39307,30408,Robert E. Gordon,Yes,12544
2,39307,30408,Rodolfo (Rudy) Garcia,No,3417
2,39307,30408,Rodolfo (Rudy) Garcia,Yes,12331
2,39307,30408,Sandra Otaka,No,3038
2,39307,30408,Sandra Otaka,Yes,12321
2,39307,30408,Sandra Tristano,No,3087
2,39307,30408,Sandra Tristano,Yes,12153
2,39307,30408,Sebastian Thomas Patti,No,3489
2,39307,30408,Sebastian Thomas Patti,Yes,12408
2,39307,30408,Sharon Johnson Coleman,No,2652
2,39307,30408,Sharon Johnson Coleman,Yes,13647
2,39307,30408,Sheila McGinnis,No,2861
2,39307,30408,Sheila McGinnis,Yes,12639
2,39307,30408,Shelley Lynn Sutker-Dermer,No,3324
2,39307,30408,Shelley Lynn Sutker-Dermer,Yes,12579
