WARD,REGISTERED VOTERS,BALLOTS CAST,RACE,CANDIDATE,VOTES
1,25757,11411,JUDGE OF THE APPELLATE COURT (BUCKLEY VACANCY),NEIL F. HARTIGAN,7496
1,25757,11411,JUDGE OF THE APPELLATE COURT (COUSINS VACANCY),DENISE MARGARET O'MALLEY,7380
1,25757,11411,JUDGE OF THE APPELLATE COURT (RAKOWSKI VACANCY),AURELIA MARIE PUCINSKI,2688
1,25757,11411,JUDGE OF THE APPELLATE COURT (RAKOWSKI VACANCY),JAMES FITZGERALD SMITH,6041
1,25757,11411,JUDGE OF THE CIRCUIT COURT (BOLAN VACANCY),NOREEN VALERIA LOVE,7581
1,25757,11411,JUDGE OF THE CIRCUIT COURT (DURKIN VACANCY),KERRY M. KENNEDY,7133
1,25757,11411,JUDGE OF THE CIRCUIT COURT (FITZGERALD VACANCY),EILEEN MARY BREWER,6730
1,25757,11411,JUDGE OF THE CIRCUIT COURT (HETT VACANCY),LAURA MARIE SULLIVAN,6873
1,25757,11411,JUDGE OF THE CIRCUIT COURT (KAPLAN VACANCY),SHEILA McGINNIS,6591
1,25757,11411,JUDGE OF THE CIRCUIT COURT (LEVIN VACANCY),MARGARET ANN BRENNAN,6632
1,25757,11411,JUDGE OF THE CIRCUIT COURT (O'CONNELL VACANCY),MARY ANNE MASON,6636
1,25757,11411,JUDGE OF THE CIRCUIT COURT (WHITING VACANCY),LEWIS NIXON,6627
1,25757,11411,JUDGE OF THE CIRCUIT COURT - 10TH (ADDTL A),JANICE L. BERMAN,6
1,25757,11411,JUDGE OF THE CIRCUIT COURT - 10TH (ADDTL A),WILLIAM TIMOTHY O'BRIEN,11
1,25757,11411,JUDGE OF THE CIRCUIT COURT - 6TH (ADDTL A),RAUL VEGA,4327
1,25757,11411,JUDGE OF THE CIRCUIT COURT - 7TH (ADDTL A),ANTHONY LYNN BURRELL,31
1,25757,11411,RETAIN ANDREW BERMAN - CIRCUIT COURT,NO,1258
1,25757,11411,RETAIN ANDREW BERMAN - CIRCUIT COURT,YES,4199
1,25757,11411,RETAIN ANTHONY S. MONTELIONE - CIRCUIT COURT,NO,1319
1,25757,11411,RETAIN ANTHONY S. MONTELIONE - CIRCUIT COURT,YES,4651
1,25757,11411,RETAIN BARBARA A. McDONALD - CIRCUIT COURT,NO,1070
1,25757,11411,RETAIN BARBARA A. McDONALD - CIRCUIT COURT,YES,4425
1,25757,11411,RETAIN BARBARA ANN RILEY - CIRCUIT COURT,NO,990
1,25757,11411,RETAIN BARBARA ANN RILEY - CIRCUIT COURT,YES,4710
1,25757,11411,RETAIN CANDACE JEAN FABRI - CIRCUIT COURT,NO,1174
1,25757,11411,RETAIN CANDACE JEAN FABRI - CIRCUIT COURT,YES,4329
1,25757,11411,RETAIN CAROL PEARCE McCARTHY - CIRCUIT COURT,NO,1119
1,25757,11411,RETAIN CAROL PEARCE McCARTHY - CIRCUIT COURT,YES,4343
1,25757,11411,RETAIN CHARLES M. TRAVIS - CIRCUIT COURT,NO,1718
1,25757,11411,RETAIN CHARLES M. TRAVIS - CIRCUIT COURT,YES,3676
1,25757,11411,RETAIN CHERYL A. STARKS - CIRCUIT COURT,NO,1130
1,25757,11411,RETAIN CHERYL A. STARKS - CIRCUIT COURT,YES,4256
1,25757,11411,RETAIN CLAYTON J. CRANE - CIRCUIT COURT,NO,1458
1,25757,11411,RETAIN CLAYTON J. CRANE - CIRCUIT COURT,YES,4027
1,25757,11411,RETAIN DANIEL J. KELLEY - CIRCUIT COURT,NO,1279
1,25757,11411,RETAIN DANIEL J. KELLEY - CIRCUIT COURT,YES,4270
1,25757,11411,RETAIN DANIEL J. LYNCH - CIRCUIT COURT,NO,1327
1,25757,11411,RETAIN DANIEL J. LYNCH - CIRCUIT COURT,YES,4313
1,25757,11411,RETAIN DANIEL P. DARCY - CIRCUIT COURT,NO,1265
1,25757,11411,RETAIN DANIEL P. DARCY - CIRCUIT COURT,YES,4226
1,25757,11411,RETAIN DAVID P. STERBA - CIRCUIT COURT,NO,1274
1,25757,11411,RETAIN DAVID P. STERBA - CIRCUIT COURT,YES,4037
1,25757,11411,RETAIN DAVID RILEY DONNERSBERGER - CIRCUIT COURT,NO,1251
1,25757,11411,RETAIN DAVID RILEY DONNERSBERGER - CIRCUIT COURT,YES,4338
1,25757,11411,RETAIN DIANE GORDON CANNON - CIRCUIT COURT,NO,1141
1,25757,11411,RETAIN DIANE GORDON CANNON - CIRCUIT COURT,YES,4357
1,25757,11411,RETAIN DONALD JOSEPH SURIANO - CIRCUIT COURT,NO,1259
1,25757,11411,RETAIN DONALD JOSEPH SURIANO - CIRCUIT COURT,YES,4174
1,25757,11411,RETAIN DONALD M. DEVLIN - CIRCUIT COURT,NO,1244
1,25757,11411,RETAIN DONALD M. DEVLIN - CIRCUIT COURT,YES,4148
1,25757,11411,RETAIN EDMUND PONCE de LEON - CIRCUIT COURT,NO,1184
1,25757,11411,RETAIN EDMUND PONCE de LEON - CIRCUIT COURT,YES,4489
1,25757,11411,RETAIN EDWARD N. PIETRUCHA - CIRCUIT COURT,NO,1510
1,25757,11411,RETAIN EDWARD N. PIETRUCHA - CIRCUIT COURT,YES,3977
1,25757,11411,RETAIN EVELYN B. CLAY - CIRCUIT COURT,NO,1211
1,25757,11411,RETAIN EVELYN B. CLAY - CIRCUIT COURT,YES,4309
1,25757,11411,RETAIN FRANCIS W. GLOWACKI - CIRCUIT COURT,NO,1505
1,25757,11411,RETAIN FRANCIS W. GLOWACKI - CIRCUIT COURT,YES,4353
1,25757,11411,RETAIN FRANK J. ZELEZINSKI - CIRCUIT COURT,NO,1258
1,25757,11411,RETAIN FRANK J. ZELEZINSKI - CIRCUIT COURT,YES,4199
1,25757,11411,RETAIN GAY-LLOYD LOTT - CIRCUIT COURT,NO,1554
1,25757,11411,RETAIN GAY-LLOYD LOTT - CIRCUIT COURT,YES,3934
1,25757,11411,RETAIN GERALD C. BENDER - CIRCUIT COURT,NO,1254
1,25757,11411,RETAIN GERALD C. BENDER - CIRCUIT COURT,YES,4185
1,25757,11411,RETAIN GREGORY JOSEPH WOJKOWSKI - CIRCUIT COURT,NO,1254
1,25757,11411,RETAIN GREGORY JOSEPH WOJKOWSKI - CIRCUIT COURT,YES,4301
1,25757,11411,RETAIN JAMES G. RILEY - CIRCUIT COURT,NO,1259
1,25757,11411,RETAIN JAMES G. RILEY - CIRCUIT COURT,YES,4154
1,25757,11411,RETAIN JAMES J. GAVIN - CIRCUIT COURT,NO,1231
1,25757,11411,RETAIN JAMES J. GAVIN - CIRCUIT COURT,YES,4162
1,25757,11411,RETAIN JAMES J. JORZAK - CIRCUIT COURT,NO,1873
1,25757,11411,RETAIN JAMES J. JORZAK - CIRCUIT COURT,YES,3661
1,25757,11411,RETAIN JAMES L. RHODES - CIRCUIT COURT,NO,1419
