WARD,REGISTERED VOTERS,BALLOTS CAST,RACE,CANDIDATE,VOTES
1,24723,15494,APPELLATE COURT - RETAIN JILL KATHLEEN MCNULTY,NO,1334
1,24723,15494,APPELLATE COURT - RETAIN JILL KATHLEEN MCNULTY,YES,5825
1,24723,15494,APPELLATE COURT - RETAIN JOHN P. TULLY,NO,1890
1,24723,15494,APPELLATE COURT - RETAIN JOHN P. TULLY,YES,5115
1,24723,15494,APPELLATE COURT - RETAIN JOSEPH GORDON,NO,1590
1,24723,15494,APPELLATE COURT - RETAIN JOSEPH GORDON,YES,5642
1,24723,15494,CIRCUIT COURT - RETAIN ALAN J. GREIMAN,NO,1163
1,24723,15494,CIRCUIT COURT - RETAIN ALAN J. GREIMAN,YES,4394
1,24723,15494,CIRCUIT COURT - RETAIN AMANDA S. TONEY,NO,1304
1,24723,15494,CIRCUIT COURT - RETAIN AMANDA S. TONEY,YES,3523
1,24723,15494,CIRCUIT COURT - RETAIN AUBREY F. KAPLAN,NO,1543
1,24723,15494,CIRCUIT COURT - RETAIN AUBREY F. KAPLAN,YES,5360
1,24723,15494,CIRCUIT COURT - RETAIN BARBARA J. DISKO,NO,1121
1,24723,15494,CIRCUIT COURT - RETAIN BARBARA J. DISKO,YES,4688
1,24723,15494,CIRCUIT COURT - RETAIN BILL TAYLOR,NO,1011
1,24723,15494,CIRCUIT COURT - RETAIN BILL TAYLOR,YES,4291
1,24723,15494,CIRCUIT COURT - RETAIN CAMILLE E. WILLIS,NO,905
1,24723,15494,CIRCUIT COURT - RETAIN CAMILLE E. WILLIS,YES,3894
1,24723,15494,CIRCUIT COURT - RETAIN CAROLE KAMIN BELLOWS,NO,932
1,24723,15494,CIRCUIT COURT - RETAIN CAROLE KAMIN BELLOWS,YES,5335
1,24723,15494,CIRCUIT COURT - RETAIN CATHERINE MARIE HABERKORN,NO,954
1,24723,15494,CIRCUIT COURT - RETAIN CATHERINE MARIE HABERKORN,YES,3684
1,24723,15494,CIRCUIT COURT - RETAIN CHRISTOPHER J. DONNELLY,NO,1196
1,24723,15494,CIRCUIT COURT - RETAIN CHRISTOPHER J. DONNELLY,YES,3890
1,24723,15494,CIRCUIT COURT - RETAIN CLAUDIA GRACE CONLON,NO,880
1,24723,15494,CIRCUIT COURT - RETAIN CLAUDIA GRACE CONLON,YES,4390
1,24723,15494,CIRCUIT COURT - RETAIN COLLEEN MCSWEENEY MOORE,NO,965
1,24723,15494,CIRCUIT COURT - RETAIN COLLEEN MCSWEENEY MOORE,YES,3688
1,24723,15494,CIRCUIT COURT - RETAIN CURTIS HEASTON,NO,1016
1,24723,15494,CIRCUIT COURT - RETAIN CURTIS HEASTON,YES,3627
1,24723,15494,CIRCUIT COURT - RETAIN CYNTHIA BRIM,NO,1283
1,24723,15494,CIRCUIT COURT - RETAIN CYNTHIA BRIM,YES,3971
1,24723,15494,CIRCUIT COURT - RETAIN CYRIL J. WATSON,NO,886
1,24723,15494,CIRCUIT COURT - RETAIN CYRIL J. WATSON,YES,4383
1,24723,15494,CIRCUIT COURT - RETAIN DANIEL A. RILEY,NO,993
1,24723,15494,CIRCUIT COURT - RETAIN DANIEL A. RILEY,YES,4028
1,24723,15494,CIRCUIT COURT - RETAIN DAVID G. LICHTENSTEIN,NO,1683
1,24723,15494,CIRCUIT COURT - RETAIN DAVID G. LICHTENSTEIN,YES,4068
1,24723,15494,CIRCUIT COURT - RETAIN DRELLA C. SAVAGE,NO,1045
1,24723,15494,CIRCUIT COURT - RETAIN DRELLA C. SAVAGE,YES,4154
1,24723,15494,"CIRCUIT COURT - RETAIN E. KENNETH WRIGHT, JR.",NO,957
1,24723,15494,"CIRCUIT COURT - RETAIN E. KENNETH WRIGHT, JR.",YES,4039
1,24723,15494,CIRCUIT COURT - RETAIN EDWARD P. O'BRIEN,NO,1005
1,24723,15494,CIRCUIT COURT - RETAIN EDWARD P. O'BRIEN,YES,4194
1,24723,15494,CIRCUIT COURT - RETAIN EDWARD R. BURR,NO,1169
