WARD,REGISTERED VOTERS,BALLOTS CAST,RACE,CANDIDATE,VOTES
1,33159,10237,"Judge, Cook County Circuit (Vacancy of Flanagan)",Ioana Salajanu,1127
1,33159,10237,"Judge, Cook County Circuit (Vacancy of Flanagan)",Keely Patricia Hillison,835
1,33159,10237,"Judge, Cook County Circuit (Vacancy of Flanagan)",Preston Jones Jr.,3762
1,33159,10237,"Judge, Cook County Circuit (Vacancy of Hartigan)",Cecilia Anne Horan,6666
1,33159,10237,"Judge, Cook County Circuit (Vacancy of Hartigan)",Keith L. Spence,751
1,33159,10237,"Judge, Cook County Circuit (Vacancy of Jordan)",Clare Joyce Quish,4989
1,33159,10237,"Judge, Cook County Circuit (Vacancy of Jordan)",Jerry Barrido,1961
1,33159,10237,"Judge, Cook County Circuit (Vacancy of Jordan)",Patrick Dankwa John,492
1,33159,10237,"Judge, Cook County Circuit (Vacancy of McGinnis)",Bradley R. Trowbridge,2087
1,33159,10237,"Judge, Cook County Circuit (Vacancy of McGinnis)",Brian Terrence Sexton,1362
1,33159,10237,"Judge, Cook County Circuit (Vacancy of McGinnis)",Peter Michael Gonzalez,3892
2,36179,10416,"Judge, 6th Subcircuit (Vacancy of Chevere)",David C. Herrera,539
2,36179,10416,"Judge, 6th Subcircuit (Vacancy of Chevere)",Kent Delgado,1497
2,36179,10416,"Judge, 6th Subcircuit (Vacancy of Chevere)",Sean Patrick Kelly,394
2,36179,10416,"Judge, 6th Subcircuit (Vacancy of Cooke)",Andrea Michelle Webber,1256
2,36179,10416,"Judge, 6th Subcircuit (Vacancy of Cooke)",Charles 'Charlie' Beach,770
2,36179,10416,"Judge, 6th Subcircuit (Vacancy of Cooke)",Edward J. Underhill,442
2,36179,10416,"Judge, 6th Subcircuit (Vacancy of Lopez Cepero)",Linda Perez,1080
2,36179,10416,"Judge, 6th Subcircuit (Vacancy of Lopez Cepero)",Stephanie K. Miller,1334
2,36179,10416,"Judge, 8th Subcircuit (Vacancy of Fabri)",Bonnie C. McGrath,846
2,36179,10416,"Judge, 8th Subcircuit (Vacancy of Fabri)",James 'Jamie' Shapiro,2527
2,36179,10416,"Judge, 8th Subcircuit (Vacancy of Fabri)",John Christopher Benson,292
2,36179,10416,"Judge, 8th Subcircuit (Vacancy of Fabri)",Robin Denise Shoffner,1185
2,36179,10416,"Judge, 8th Subcircuit (Vacancy of Fabri)",Stephen J. Feldman,290
2,36179,10416,"Judge, 8th Subcircuit (Vacancy of Liu)",Athena A. Farmakis,1131
2,36179,10416,"Judge, 8th Subcircuit (Vacancy of Liu)",Cyrus Hosseini,141
2,36179,10416,"Judge, 8th Subcircuit (Vacancy of Liu)",Lindsay Huge,1839
2,36179,10416,"Judge, 8th Subcircuit (Vacancy of Liu)",Michael A. Forti,1945
2,36179,10416,"Judge, 8th Subcircuit (Vacancy of Pethers)",Jeanne Marie Wrenn,2373
2,36179,10416,"Judge, 8th Subcircuit (Vacancy of Pethers)",Myron 'Mike' Mackoff,1875
2,36179,10416,"Judge, 8th Subcircuit (Vacancy of Pethers)",Rishi Agrawal,782
2,36179,10416,"Judge, Cook County Circuit (Vac. of Prendergast)",Jack Hagerty,5035
2,36179,10416,"Judge, Cook County Circuit (Vac. of Prendergast)",Mable Taylor,2274
2,36179,10416,"Judge, Cook County Circuit (Vacancy of Brewer)",John Maher,1039
2,36179,10416,"Judge, Cook County Circuit (Vacancy of Brewer)",Kathryn Maloney Vahey,3620
2,36179,10416,"Judge, Cook County Circuit (Vacancy of Brewer)",Oran F. Whiting,2967
2,36179,10416,"Judge, Cook County Circuit (Vacancy of Clay)",Jonathan Clark Green,1531
2,36179,10416,"Judge, Cook County Circuit (Vacancy of Clay)",Kathaleen Theresa Lanahan,3904
2,36179,10416,"Judge, Cook County Circuit (Vacancy of Clay)",Lori Ann Roper,1219
2,36179,10416,"Judge, Cook County Circuit (Vacancy of Clay)",Michael I. O'Malley,866
2,36179,10416,"Judge, Cook County Circuit (Vacancy of Dooling)",Corri Diane Fetman,2293
2,36179,10416,"Judge, Cook County Circuit (Vacancy of Dooling)",Timothy John Leeming,2793
2,36179,10416,"Judge, Cook County Circuit (Vacancy of Dooling)",Tom Sam Sianis,2339
2,36179,10416,"Judge, Cook County Circuit (Vacancy of Dunford)",Thomas F. McGuire,6463
2,36179,10416,"Judge, Cook County Circuit (Vacancy of Egan)",Rosa Maria Silva,6825
2,36179,10416,"Judge, Cook County Circuit (Vacancy of Flanagan)",Amanda Moira Pillsbury,1688
2,36179,10416,"Judge, Cook County Circuit (Vacancy of Flanagan)",Ioana Salajanu,822
2,36179,10416,"Judge, Cook County Circuit (Vacancy of Flanagan)",Keely Patricia Hillison,935
2,36179,10416,"Judge, Cook County Circuit (Vacancy of Flanagan)",Preston Jones Jr.,4000
2,36179,10416,"Judge, Cook County Circuit (Vacancy of Hartigan)",Cecilia Anne Horan,6647
2,36179,10416,"Judge, Cook County Circuit (Vacancy of Hartigan)",Keith L. Spence,728
2,36179,10416,"Judge, Cook County Circuit (Vacancy of Jordan)",Clare Joyce Quish,5676
2,36179,10416,"Judge, Cook County Circuit (Vacancy of Jordan)",Jerry Barrido,1096
2,36179,10416,"Judge, Cook County Circuit (Vacancy of Jordan)",Patrick Dankwa John,519
2,36179,10416,"Judge, Cook County Circuit (Vacancy of McGinnis)",Bradley R. Trowbridge,1778
2,36179,10416,"Judge, Cook County Circuit (Vacancy of McGinnis)",Brian Terrence Sexton,1858
2,36179,10416,"Judge, Cook County Circuit (Vacancy of McGinnis)",Peter Michael Gonzalez,3547
3,34346,11663,"Judge, 14th Subcircuit (Vacancy of Garcia)",Beatriz A. Frausto-Sandoval,2
3,34346,11663,"Judge, 14th Subcircuit (Vacancy of Garcia)",Marina E. Ammendola,0
3,34346,11663,"Judge, 5th Subcircuit (Vacancy of Banks)",Gino Betts,1556
3,34346,11663,"Judge, 5th Subcircuit (Vacancy of Banks)",Gwendolyn D. Anderson,1223
3,34346,11663,"Judge, 5th Subcircuit (Vacancy of Banks)",H Yvonne Coleman,1298
3,34346,11663,"Judge, 5th Subcircuit (Vacancy of Banks)",Rhonda Sallee,1234
3,34346,11663,"Judge, 5th Subcircuit (Vacancy of Jones)",David L. Kelly,1473
3,34346,11663,"Judge, 5th Subcircuit (Vacancy of Jones)",Jenetia Marshall,1810
3,34346,11663,"Judge, 5th Subcircuit (Vacancy of Jones)",Marian Emily Perkins,1927
3,34346,11663,"Judge, 5th Subcircuit (Vacancy of Washington, II)",Mary Alice Melchor,850
3,34346,11663,"Judge, 5th Subcircuit (Vacancy of Washington, II)",Robert Harris,2822
3,34346,11663,"Judge, 5th Subcircuit (Vacancy of Washington, II)",Shay Tyrone Allen,1559
3,34346,11663,"Judge, 8th Subcircuit (Vacancy of Fabri)",Bonnie C. McGrath,751
3,34346,11663,"Judge, 8th Subcircuit (Vacancy of Fabri)",James 'Jamie' Shapiro,1334
3,34346,11663,"Judge, 8th Subcircuit (Vacancy of Fabri)",John Christopher Benson,301
3,34346,11663,"Judge, 8th Subcircuit (Vacancy of Fabri)",Robin Denise Shoffner,1162
3,34346,11663,"Judge, 8th Subcircuit (Vacancy of Fabri)",Stephen J. Feldman,181
3,34346,11663,"Judge, 8th Subcircuit (Vacancy of Liu)",Athena A. Farmakis,962
3,34346,11663,"Judge, 8th Subcircuit (Vacancy of Liu)",Cyrus Hosseini,167
3,34346,11663,"Judge, 8th Subcircuit (Vacancy of Liu)",Lindsay Huge,1361
3,34346,11663,"Judge, 8th Subcircuit (Vacancy of Liu)",Michael A. Forti,1213
3,34346,11663,"Judge, 8th Subcircuit (Vacancy of Pethers)",Jeanne Marie Wrenn,1636
3,34346,11663,"Judge, 8th Subcircuit (Vacancy of Pethers)",Myron 'Mike' Mackoff,980
3,34346,11663,"Judge, 8th Subcircuit (Vacancy of Pethers)",Rishi Agrawal,1159
3,34346,11663,"Judge, Cook County Circuit (Vac. of Prendergast)",Jack Hagerty,4103
3,34346,11663,"Judge, Cook County Circuit (Vac. of Prendergast)",Mable Taylor,4640
3,34346,11663,"Judge, Cook County Circuit (Vacancy of Brewer)",John Maher,1601
3,34346,11663,"Judge, Cook County Circuit (Vacancy of Brewer)",Kathryn Maloney Vahey,3600
3,34346,11663,"Judge, Cook County Circuit (Vacancy of Brewer)",Oran F. Whiting,3834
3,34346,11663,"Judge, Cook County Circuit (Vacancy of Clay)",Jonathan Clark Green,3199
3,34346,11663,"Judge, Cook County Circuit (Vacancy of Clay)",Kathaleen Theresa Lanahan,2911
3,34346,11663,"Judge, Cook County Circuit (Vacancy of Clay)",Lori Ann Roper,1619
3,34346,11663,"Judge, Cook County Circuit (Vacancy of Clay)",Michael I. O'Malley,1329
3,34346,11663,"Judge, Cook County Circuit (Vacancy of Dooling)",Corri Diane Fetman,2964
3,34346,11663,"Judge, Cook County Circuit (Vacancy of Dooling)",Timothy John Leeming,2558
3,34346,11663,"Judge, Cook County Circuit (Vacancy of Dooling)",Tom Sam Sianis,3216
3,34346,11663,"Judge, Cook County Circuit (Vacancy of Dunford)",Thomas F. McGuire,7865
3,34346,11663,"Judge, Cook County Circuit (Vacancy of Egan)",Rosa Maria Silva,8297
3,34346,11663,"Judge, Cook County Circuit (Vacancy of Flanagan)",Amanda Moira Pillsbury,1625
3,34346,11663,"Judge, Cook County Circuit (Vacancy of Flanagan)",Ioana Salajanu,745
3,34346,11663,"Judge, Cook County Circuit (Vacancy of Flanagan)",Keely Patricia Hillison,1418
3,34346,11663,"Judge, Cook County Circuit (Vacancy of Flanagan)",Preston Jones Jr.,5121
3,34346,11663,"Judge, Cook County Circuit (Vacancy of Hartigan)",Cecilia Anne Horan,6480
3,34346,11663,"Judge, Cook County Circuit (Vacancy of Hartigan)",Keith L. Spence,2303
3,34346,11663,"Judge, Cook County Circuit (Vacancy of Jordan)",Clare Joyce Quish,5601
3,34346,11663,"Judge, Cook County Circuit (Vacancy of Jordan)",Jerry Barrido,1551
3,34346,11663,"Judge, Cook County Circuit (Vacancy of Jordan)",Patrick Dankwa John,1455
3,34346,11663,"Judge, Cook County Circuit (Vacancy of McGinnis)",Bradley R. Trowbridge,1416
3,34346,11663,"Judge, Cook County Circuit (Vacancy of McGinnis)",Brian Terrence Sexton,2851
3,34346,11663,"Judge, Cook County Circuit (Vacancy of McGinnis)",Peter Michael Gonzalez,4291
4,32030,12953,"Judge, 5th Subcircuit (Vacancy of Banks)",Gino Betts,1968
4,32030,12953,"Judge, 5th Subcircuit (Vacancy of Banks)",Gwendolyn D. Anderson,1759
4,32030,12953,"Judge, 5th Subcircuit (Vacancy of Banks)",H Yvonne Coleman,3108
4,32030,12953,"Judge, 5th Subcircuit (Vacancy of Banks)",Rhonda Sallee,1632
4,32030,12953,"Judge, 5th Subcircuit (Vacancy of Jones)",David L. Kelly,2682
4,32030,12953,"Judge, 5th Subcircuit (Vacancy of Jones)",Jenetia Marshall,2404
4,32030,12953,"Judge, 5th Subcircuit (Vacancy of Jones)",Marian Emily Perkins,3272
4,32030,12953,"Judge, 5th Subcircuit (Vacancy of Washington, II)",Mary Alice Melchor,1301
4,32030,12953,"Judge, 5th Subcircuit (Vacancy of Washington, II)",Robert Harris,4671
4,32030,12953,"Judge, 5th Subcircuit (Vacancy of Washington, II)",Shay Tyrone Allen,2350
4,32030,12953,"Judge, 8th Subcircuit (Vacancy of Fabri)",Bonnie C. McGrath,384
4,32030,12953,"Judge, 8th Subcircuit (Vacancy of Fabri)",James 'Jamie' Shapiro,769
4,32030,12953,"Judge, 8th Subcircuit (Vacancy of Fabri)",John Christopher Benson,136
4,32030,12953,"Judge, 8th Subcircuit (Vacancy of Fabri)",Robin Denise Shoffner,646
4,32030,12953,"Judge, 8th Subcircuit (Vacancy of Fabri)",Stephen J. Feldman,65
4,32030,12953,"Judge, 8th Subcircuit (Vacancy of Liu)",Athena A. Farmakis,570
4,32030,12953,"Judge, 8th Subcircuit (Vacancy of Liu)",Cyrus Hosseini,70
4,32030,12953,"Judge, 8th Subcircuit (Vacancy of Liu)",Lindsay Huge,747
4,32030,12953,"Judge, 8th Subcircuit (Vacancy of Liu)",Michael A. Forti,595
4,32030,12953,"Judge, 8th Subcircuit (Vacancy of Pethers)",Jeanne Marie Wrenn,857
4,32030,12953,"Judge, 8th Subcircuit (Vacancy of Pethers)",Myron 'Mike' Mackoff,633
4,32030,12953,"Judge, 8th Subcircuit (Vacancy of Pethers)",Rishi Agrawal,501
4,32030,12953,"Judge, Cook County Circuit (Vac. of Prendergast)",Jack Hagerty,4585
4,32030,12953,"Judge, Cook County Circuit (Vac. of Prendergast)",Mable Taylor,5371
4,32030,12953,"Judge, Cook County Circuit (Vacancy of Brewer)",John Maher,1633
4,32030,12953,"Judge, Cook County Circuit (Vacancy of Brewer)",Kathryn Maloney Vahey,4122
4,32030,12953,"Judge, Cook County Circuit (Vacancy of Brewer)",Oran F. Whiting,4541
4,32030,12953,"Judge, Cook County Circuit (Vacancy of Clay)",Jonathan Clark Green,3838
4,32030,12953,"Judge, Cook County Circuit (Vacancy of Clay)",Kathaleen Theresa Lanahan,3269
4,32030,12953,"Judge, Cook County Circuit (Vacancy of Clay)",Lori Ann Roper,2001
4,32030,12953,"Judge, Cook County Circuit (Vacancy of Clay)",Michael I. O'Malley,1123
4,32030,12953,"Judge, Cook County Circuit (Vacancy of Dooling)",Corri Diane Fetman,3431
4,32030,12953,"Judge, Cook County Circuit (Vacancy of Dooling)",Timothy John Leeming,2875
4,32030,12953,"Judge, Cook County Circuit (Vacancy of Dooling)",Tom Sam Sianis,3586
4,32030,12953,"Judge, Cook County Circuit (Vacancy of Dunford)",Thomas F. McGuire,8845
4,32030,12953,"Judge, Cook County Circuit (Vacancy of Egan)",Rosa Maria Silva,9379
4,32030,12953,"Judge, Cook County Circuit (Vacancy of Flanagan)",Amanda Moira Pillsbury,1490
4,32030,12953,"Judge, Cook County Circuit (Vacancy of Flanagan)",Ioana Salajanu,909
4,32030,12953,"Judge, Cook County Circuit (Vacancy of Flanagan)",Keely Patricia Hillison,1585
4,32030,12953,"Judge, Cook County Circuit (Vacancy of Flanagan)",Preston Jones Jr.,6156
4,32030,12953,"Judge, Cook County Circuit (Vacancy of Hartigan)",Cecilia Anne Horan,7323
4,32030,12953,"Judge, Cook County Circuit (Vacancy of Hartigan)",Keith L. Spence,2613
4,32030,12953,"Judge, Cook County Circuit (Vacancy of Jordan)",Clare Joyce Quish,6466
4,32030,12953,"Judge, Cook County Circuit (Vacancy of Jordan)",Jerry Barrido,1727
4,32030,12953,"Judge, Cook County Circuit (Vacancy of Jordan)",Patrick Dankwa John,1611
4,32030,12953,"Judge, Cook County Circuit (Vacancy of McGinnis)",Bradley R. Trowbridge,1882
4,32030,12953,"Judge, Cook County Circuit (Vacancy of McGinnis)",Brian Terrence Sexton,3078
4,32030,12953,"Judge, Cook County Circuit (Vacancy of McGinnis)",Peter Michael Gonzalez,4757
5,29205,12034,"Judge, 1st Subcircuit (Vacancy of Hambright, Jr.)",Erika Orr,41
5,29205,12034,"Judge, 1st Subcircuit (Vacancy of Hambright, Jr.)",Litricia Payne,34
5,29205,12034,"Judge, 5th Subcircuit (Vacancy of Banks)",Gino Betts,1706
5,29205,12034,"Judge, 5th Subcircuit (Vacancy of Banks)",Gwendolyn D. Anderson,1888
5,29205,12034,"Judge, 5th Subcircuit (Vacancy of Banks)",H Yvonne Coleman,3992
5,29205,12034,"Judge, 5th Subcircuit (Vacancy of Banks)",Rhonda Sallee,1863
5,29205,12034,"Judge, 5th Subcircuit (Vacancy of Jones)",David L. Kelly,3316
5,29205,12034,"Judge, 5th Subcircuit (Vacancy of Jones)",Jenetia Marshall,2616
5,29205,12034,"Judge, 5th Subcircuit (Vacancy of Jones)",Marian Emily Perkins,3347
5,29205,12034,"Judge, 5th Subcircuit (Vacancy of Washington, II)",Mary Alice Melchor,1599
5,29205,12034,"Judge, 5th Subcircuit (Vacancy of Washington, II)",Robert Harris,5586
5,29205,12034,"Judge, 5th Subcircuit (Vacancy of Washington, II)",Shay Tyrone Allen,2080
5,29205,12034,"Judge, Cook County Circuit (Vac. of Prendergast)",Jack Hagerty,4341
5,29205,12034,"Judge, Cook County Circuit (Vac. of Prendergast)",Mable Taylor,4649
5,29205,12034,"Judge, Cook County Circuit (Vacancy of Brewer)",John Maher,1346
5,29205,12034,"Judge, Cook County Circuit (Vacancy of Brewer)",Kathryn Maloney Vahey,4027
5,29205,12034,"Judge, Cook County Circuit (Vacancy of Brewer)",Oran F. Whiting,4030
5,29205,12034,"Judge, Cook County Circuit (Vacancy of Clay)",Jonathan Clark Green,3042
5,29205,12034,"Judge, Cook County Circuit (Vacancy of Clay)",Kathaleen Theresa Lanahan,3276
5,29205,12034,"Judge, Cook County Circuit (Vacancy of Clay)",Lori Ann Roper,1882
5,29205,12034,"Judge, Cook County Circuit (Vacancy of Clay)",Michael I. O'Malley,992
5,29205,12034,"Judge, Cook County Circuit (Vacancy of Dooling)",Corri Diane Fetman,2978
5,29205,12034,"Judge, Cook County Circuit (Vacancy of Dooling)",Timothy John Leeming,3157
5,29205,12034,"Judge, Cook County Circuit (Vacancy of Dooling)",Tom Sam Sianis,2855
5,29205,12034,"Judge, Cook County Circuit (Vacancy of Dunford)",Thomas F. McGuire,7958
5,29205,12034,"Judge, Cook County Circuit (Vacancy of Egan)",Rosa Maria Silva,8451
5,29205,12034,"Judge, Cook County Circuit (Vacancy of Flanagan)",Amanda Moira Pillsbury,1239
5,29205,12034,"Judge, Cook County Circuit (Vacancy of Flanagan)",Ioana Salajanu,885
5,29205,12034,"Judge, Cook County Circuit (Vacancy of Flanagan)",Keely Patricia Hillison,1338
5,29205,12034,"Judge, Cook County Circuit (Vacancy of Flanagan)",Preston Jones Jr.,5703
5,29205,12034,"Judge, Cook County Circuit (Vacancy of Hartigan)",Cecilia Anne Horan,6744
5,29205,12034,"Judge, Cook County Circuit (Vacancy of Hartigan)",Keith L. Spence,2218
5,29205,12034,"Judge, Cook County Circuit (Vacancy of Jordan)",Clare Joyce Quish,5702
5,29205,12034,"Judge, Cook County Circuit (Vacancy of Jordan)",Jerry Barrido,1839
5,29205,12034,"Judge, Cook County Circuit (Vacancy of Jordan)",Patrick Dankwa John,1388
5,29205,12034,"Judge, Cook County Circuit (Vacancy of McGinnis)",Bradley R. Trowbridge,2077
5,29205,12034,"Judge, Cook County Circuit (Vacancy of McGinnis)",Brian Terrence Sexton,2800
5,29205,12034,"Judge, Cook County Circuit (Vacancy of McGinnis)",Peter Michael Gonzalez,3991
6,31301,9801,"Judge, 1st Subcircuit (Vacancy of Hambright, Jr.)",Erika Orr,3294
6,31301,9801,"Judge, 1st Subcircuit (Vacancy of Hambright, Jr.)",Litricia Payne,2972
6,31301,9801,"Judge, 5th Subcircuit (Vacancy of Banks)",Gino Betts,182
6,31301,9801,"Judge, 5th Subcircuit (Vacancy of Banks)",Gwendolyn D. Anderson,494
6,31301,9801,"Judge, 5th Subcircuit (Vacancy of Banks)",H Yvonne Coleman,466
6,31301,9801,"Judge, 5th Subcircuit (Vacancy of Banks)",Rhonda Sallee,488
6,31301,9801,"Judge, 5th Subcircuit (Vacancy of Jones)",David L. Kelly,434
6,31301,9801,"Judge, 5th Subcircuit (Vacancy of Jones)",Jenetia Marshall,647
6,31301,9801,"Judge, 5th Subcircuit (Vacancy of Jones)",Marian Emily Perkins,544
6,31301,9801,"Judge, 5th Subcircuit (Vacancy of Washington, II)",Mary Alice Melchor,310
6,31301,9801,"Judge, 5th Subcircuit (Vacancy of Washington, II)",Robert Harris,880
6,31301,9801,"Judge, 5th Subcircuit (Vacancy of Washington, II)",Shay Tyrone Allen,447
6,31301,9801,"Judge, Cook County Circuit (Vac. of Prendergast)",Jack Hagerty,2812
6,31301,9801,"Judge, Cook County Circuit (Vac. of Prendergast)",Mable Taylor,4907
6,31301,9801,"Judge, Cook County Circuit (Vacancy of Brewer)",John Maher,1497
6,31301,9801,"Judge, Cook County Circuit (Vacancy of Brewer)",Kathryn Maloney Vahey,2892
6,31301,9801,"Judge, Cook County Circuit (Vacancy of Brewer)",Oran F. Whiting,3591
6,31301,9801,"Judge, Cook County Circuit (Vacancy of Clay)",Jonathan Clark Green,3179
6,31301,9801,"Judge, Cook County Circuit (Vacancy of Clay)",Kathaleen Theresa Lanahan,2057
6,31301,9801,"Judge, Cook County Circuit (Vacancy of Clay)",Lori Ann Roper,1451
6,31301,9801,"Judge, Cook County Circuit (Vacancy of Clay)",Michael I. O'Malley,1308
6,31301,9801,"Judge, Cook County Circuit (Vacancy of Dooling)",Corri Diane Fetman,2687
6,31301,9801,"Judge, Cook County Circuit (Vacancy of Dooling)",Timothy John Leeming,2190
6,31301,9801,"Judge, Cook County Circuit (Vacancy of Dooling)",Tom Sam Sianis,2661
6,31301,9801,"Judge, Cook County Circuit (Vacancy of Dunford)",Thomas F. McGuire,6806
6,31301,9801,"Judge, Cook County Circuit (Vacancy of Egan)",Rosa Maria Silva,7214
6,31301,9801,"Judge, Cook County Circuit (Vacancy of Flanagan)",Amanda Moira Pillsbury,1285
6,31301,9801,"Judge, Cook County Circuit (Vacancy of Flanagan)",Ioana Salajanu,476
6,31301,9801,"Judge, Cook County Circuit (Vacancy of Flanagan)",Keely Patricia Hillison,1300
6,31301,9801,"Judge, Cook County Circuit (Vacancy of Flanagan)",Preston Jones Jr.,4779
6,31301,9801,"Judge, Cook County Circuit (Vacancy of Hartigan)",Cecilia Anne Horan,4768
6,31301,9801,"Judge, Cook County Circuit (Vacancy of Hartigan)",Keith L. Spence,2848
6,31301,9801,"Judge, Cook County Circuit (Vacancy of Jordan)",Clare Joyce Quish,4513
6,31301,9801,"Judge, Cook County Circuit (Vacancy of Jordan)",Jerry Barrido,1525
6,31301,9801,"Judge, Cook County Circuit (Vacancy of Jordan)",Patrick Dankwa John,1500
6,31301,9801,"Judge, Cook County Circuit (Vacancy of McGinnis)",Bradley R. Trowbridge,1006
6,31301,9801,"Judge, Cook County Circuit (Vacancy of McGinnis)",Brian Terrence Sexton,3250
6,31301,9801,"Judge, Cook County Circuit (Vacancy of McGinnis)",Peter Michael Gonzalez,3295
7,30938,9966,"Judge, 1st Subcircuit (Vacancy of Hambright, Jr.)",Erika Orr,3479
7,30938,9966,"Judge, 1st Subcircuit (Vacancy of Hambright, Jr.)",Litricia Payne,2968
7,30938,9966,"Judge, 5th Subcircuit (Vacancy of Banks)",Gino Betts,267
7,30938,9966,"Judge, 5th Subcircuit (Vacancy of Banks)",Gwendolyn D. Anderson,496
7,30938,9966,"Judge, 5th Subcircuit (Vacancy of Banks)",H Yvonne Coleman,490
7,30938,9966,"Judge, 5th Subcircuit (Vacancy of Banks)",Rhonda Sallee,440
7,30938,9966,"Judge, 5th Subcircuit (Vacancy of Jones)",David L. Kelly,507
7,30938,9966,"Judge, 5th Subcircuit (Vacancy of Jones)",Jenetia Marshall,620
7,30938,9966,"Judge, 5th Subcircuit (Vacancy of Jones)",Marian Emily Perkins,527
7,30938,9966,"Judge, 5th Subcircuit (Vacancy of Washington, II)",Mary Alice Melchor,308
7,30938,9966,"Judge, 5th Subcircuit (Vacancy of Washington, II)",Robert Harris,916
7,30938,9966,"Judge, 5th Subcircuit (Vacancy of Washington, II)",Shay Tyrone Allen,456
7,30938,9966,"Judge, Cook County Circuit (Vac. of Prendergast)",Jack Hagerty,3017
7,30938,9966,"Judge, Cook County Circuit (Vac. of Prendergast)",Mable Taylor,5012
7,30938,9966,"Judge, Cook County Circuit (Vacancy of Brewer)",John Maher,1707
7,30938,9966,"Judge, Cook County Circuit (Vacancy of Brewer)",Kathryn Maloney Vahey,3013
7,30938,9966,"Judge, Cook County Circuit (Vacancy of Brewer)",Oran F. Whiting,3511
7,30938,9966,"Judge, Cook County Circuit (Vacancy of Clay)",Jonathan Clark Green,3284
7,30938,9966,"Judge, Cook County Circuit (Vacancy of Clay)",Kathaleen Theresa Lanahan,1994
7,30938,9966,"Judge, Cook County Circuit (Vacancy of Clay)",Lori Ann Roper,1573
7,30938,9966,"Judge, Cook County Circuit (Vacancy of Clay)",Michael I. O'Malley,1363
7,30938,9966,"Judge, Cook County Circuit (Vacancy of Dooling)",Corri Diane Fetman,2891
7,30938,9966,"Judge, Cook County Circuit (Vacancy of Dooling)",Timothy John Leeming,2241
7,30938,9966,"Judge, Cook County Circuit (Vacancy of Dooling)",Tom Sam Sianis,2751
7,30938,9966,"Judge, Cook County Circuit (Vacancy of Dunford)",Thomas F. McGuire,7164
7,30938,9966,"Judge, Cook County Circuit (Vacancy of Egan)",Rosa Maria Silva,7411
7,30938,9966,"Judge, Cook County Circuit (Vacancy of Flanagan)",Amanda Moira Pillsbury,1420
7,30938,9966,"Judge, Cook County Circuit (Vacancy of Flanagan)",Ioana Salajanu,501
7,30938,9966,"Judge, Cook County Circuit (Vacancy of Flanagan)",Keely Patricia Hillison,1385
7,30938,9966,"Judge, Cook County Circuit (Vacancy of Flanagan)",Preston Jones Jr.,4784
7,30938,9966,"Judge, Cook County Circuit (Vacancy of Hartigan)",Cecilia Anne Horan,5105
7,30938,9966,"Judge, Cook County Circuit (Vacancy of Hartigan)",Keith L. Spence,2827
7,30938,9966,"Judge, Cook County Circuit (Vacancy of Jordan)",Clare Joyce Quish,4569
7,30938,9966,"Judge, Cook County Circuit (Vacancy of Jordan)",Jerry Barrido,1673
7,30938,9966,"Judge, Cook County Circuit (Vacancy of Jordan)",Patrick Dankwa John,1632
