WARD,REGISTERED VOTERS,BALLOTS CAST,RACE,CANDIDATE,VOTES
1,28337,12981,Alexander Patrick White,No,1359
1,28337,12981,Alexander Patrick White,Yes,5290
1,28337,12981,Allen S. Goldberg,No,1371
1,28337,12981,Allen S. Goldberg,Yes,5076
1,28337,12981,Appellate Court Judge (Vacancy of McNulty),James R. Epstein,9144
1,28337,12981,Appellate Court Judge (Vacancy of O'Malley),Aurelia Marie Pucinski,8835
1,28337,12981,Appellate Court Judge (Vacancy of South),Mary Katherine Rochford,8816
1,28337,12981,Arnette R. Hubbard,No,1383
1,28337,12981,Arnette R. Hubbard,Yes,4963
1,28337,12981,Bertina E. Lampkin,No,1296
1,28337,12981,Bertina E. Lampkin,Yes,5105
1,28337,12981,Carol A. Kelly,No,1158
1,28337,12981,Carol A. Kelly,Yes,5280
1,28337,12981,Charles E. Freeman,No,1453
1,28337,12981,Charles E. Freeman,Yes,6195
1,28337,12981,Charles Patrick Burns,No,1294
1,28337,12981,Charles Patrick Burns,Yes,5006
1,28337,12981,Cheyrl D. Ingram,No,1246
1,28337,12981,Cheyrl D. Ingram,Yes,5163
1,28337,12981,Circuit Court Judge (Vacancy of Berland),William H. Hooks,8719
1,28337,12981,Circuit Court Judge (Vacancy of Bronstein),Terry MacCarthy,8688
1,28337,12981,Circuit Court Judge (Vacancy of Dolan),Susan Kennedy Sullivan,8794
1,28337,12981,Circuit Court Judge (Vacancy of Hayes),Raymond W. Mitchell,8547
1,28337,12981,Circuit Court Judge (Vacancy of Kelley),"John Patrick Callahan, Jr.",8594
1,28337,12981,Circuit Court Judge (Vacancy of McCarthy),Daniel J. Gallagher,7785
1,28337,12981,Circuit Court Judge (Vacancy of McCarthy),Maureen Masterson Pulia,2260
1,28337,12981,Circuit Court Judge (Vacancy of O'Malley),Thomas V. Lyons,8236
1,28337,12981,Circuit Court Judge (Vacancy of Riley),Sandra G. Ramos,8100
1,28337,12981,Clare Elizabeth McWilliams,No,1248
1,28337,12981,Clare Elizabeth McWilliams,Yes,5096
1,28337,12981,Daniel E. Jordan,No,1277
1,28337,12981,Daniel E. Jordan,Yes,5096
1,28337,12981,Daniel J. Sullivan,No,1282
1,28337,12981,Daniel J. Sullivan,Yes,5079
1,28337,12981,Daniel Joseph Lynch,No,1299
1,28337,12981,Daniel Joseph Lynch,Yes,5031
1,28337,12981,David Delgado,No,1267
1,28337,12981,David Delgado,Yes,5652
1,28337,12981,Deborah Mary Dooling,No,1258
1,28337,12981,Deborah Mary Dooling,Yes,5226
1,28337,12981,Denise Kathleen Filan,No,1219
1,28337,12981,Denise Kathleen Filan,Yes,5115
1,28337,12981,Diane Joan Larsen,No,1236
1,28337,12981,Diane Joan Larsen,Yes,5113
1,28337,12981,"Donald J. OâBrien, Jr.",No,1362
1,28337,12981,"Donald J. OâBrien, Jr.",Yes,5295
1,28337,12981,Dorothy F. Jones,No,2717
1,28337,12981,Dorothy F. Jones,Yes,3966
1,28337,12981,"Edward ''Ed'' Washington, II",No,1384
1,28337,12981,"Edward ''Ed'' Washington, II",Yes,5031
1,28337,12981,Irwin J. Solganick,No,1564
1,28337,12981,Irwin J. Solganick,Yes,5034
1,28337,12981,James Patrick McCarthy,No,1281
1,28337,12981,James Patrick McCarthy,Yes,5066
1,28337,12981,Jeanne R. Cleveland Bernstein,No,1363
1,28337,12981,Jeanne R. Cleveland Bernstein,Yes,4970
1,28337,12981,Jeffrey Lawrence,No,1793
1,28337,12981,Jeffrey Lawrence,Yes,4581
1,28337,12981,Jennifer Duncan Brice,No,1264
1,28337,12981,Jennifer Duncan Brice,Yes,5349
1,28337,12981,Jim Ryan,No,2739
1,28337,12981,Jim Ryan,Yes,3975
1,28337,12981,"John D. Turner, Jr.",No,1567
1,28337,12981,"John D. Turner, Jr.",Yes,4723
1,28337,12981,John Patrick Kirby,No,1265
1,28337,12981,John Patrick Kirby,Yes,5015
1,28337,12981,Joseph Gordon,No,1355
1,28337,12981,Joseph Gordon,Yes,6113
1,28337,12981,Kathleen Marie Burke,No,1227
1,28337,12981,Kathleen Marie Burke,Yes,5172
1,28337,12981,Kathleen Mary Pantle,No,1230
1,28337,12981,Kathleen Mary Pantle,Yes,5136
1,28337,12981,Kay Marie Hanlon,No,1232
1,28337,12981,Kay Marie Hanlon,Yes,5085
1,28337,12981,Kevin Michael Sheehan,No,1313
1,28337,12981,Kevin Michael Sheehan,Yes,5086
1,28337,12981,LaQuietta J. Hardy-Campbell,No,1353
1,28337,12981,LaQuietta J. Hardy-Campbell,Yes,4985
1,28337,12981,Laurence J. Dunford,No,1708
1,28337,12981,Laurence J. Dunford,Yes,4596
1,28337,12981,"LeRoy K. Martin, Jr.",No,1468
1,28337,12981,"LeRoy K. Martin, Jr.",Yes,4863
1,28337,12981,Leida J. Gonzalez Santiago,No,1269
1,28337,12981,Leida J. Gonzalez Santiago,Yes,5438
1,28337,12981,Mary Lane Mikva,No,1252
1,28337,12981,Mary Lane Mikva,Yes,5127
1,28337,12981,Michelle Jordan,No,1219
1,28337,12981,Michelle Jordan,Yes,5165
1,28337,12981,Nancy J. Arnold,No,1246
1,28337,12981,Nancy J. Arnold,Yes,5120
1,28337,12981,Nathaniel R. Howse Jr.,No,1325
1,28337,12981,Nathaniel R. Howse Jr.,Yes,4956
1,28337,12981,Nicholas R. Ford,No,1322
1,28337,12981,Nicholas R. Ford,Yes,5074
1,28337,12981,Patrick T. Murphy,No,1632
1,28337,12981,Patrick T. Murphy,Yes,4823
1,28337,12981,"Paul P. Biebel, Jr.",No,1355
1,28337,12981,"Paul P. Biebel, Jr.",Yes,4985
1,28337,12981,Paul Stralka,No,1320
1,28337,12981,Paul Stralka,Yes,5134
1,28337,12981,Paula Marie Daleo,No,1250
1,28337,12981,Paula Marie Daleo,Yes,5138
1,28337,12981,Raymond L. Jagielski,No,1380
1,28337,12981,Raymond L. Jagielski,Yes,5033
1,28337,12981,"Richard J. Billik, Jr.",No,1423
1,28337,12981,"Richard J. Billik, Jr.",Yes,5117
1,28337,12981,Robert Balanoff,No,1376
1,28337,12981,Robert Balanoff,Yes,4947
1,28337,12981,Robert J. Quinn,No,1371
1,28337,12981,Robert J. Quinn,Yes,5013
1,28337,12981,Robert W. Bertucci,No,1353
1,28337,12981,Robert W. Bertucci,Yes,5214
1,28337,12981,Sharon Marie Sullivan,No,1192
1,28337,12981,Sharon Marie Sullivan,Yes,5210
1,28337,12981,Shelvin Louise Marie Hall,No,1448
1,28337,12981,Shelvin Louise Marie Hall,Yes,5766
1,28337,12981,Sheryl Ann Pethers,No,1293
1,28337,12981,Sheryl Ann Pethers,Yes,5040
1,28337,12981,Sophia H. Hall,No,1250
1,28337,12981,Sophia H. Hall,Yes,5580
1,28337,12981,Susan Frances Zwick,No,1264
1,28337,12981,Susan Frances Zwick,Yes,5141
1,28337,12981,Susan Jeanine McDunn,No,2681
1,28337,12981,Susan Jeanine McDunn,Yes,3945
1,28337,12981,Susan Ruscitti Grussel,No,1261
1,28337,12981,Susan Ruscitti Grussel,Yes,5171
1,28337,12981,Thomas J. Kelley,No,1263
1,28337,12981,Thomas J. Kelley,Yes,5065
1,28337,12981,Thomas L. Hogan,No,1306
1,28337,12981,Thomas L. Hogan,Yes,5039
1,28337,12981,Thomas Michael Davy,No,1419
1,28337,12981,Thomas Michael Davy,Yes,5016
1,28337,12981,"Thomas P. Fecarotta, Jr.",No,1324
1,28337,12981,"Thomas P. Fecarotta, Jr.",Yes,4978
1,28337,12981,Thomas R. Fitzgerald,No,1504
1,28337,12981,Thomas R. Fitzgerald,Yes,5988
1,28337,12981,Timothy C. Evans,No,1291
1,28337,12981,Timothy C. Evans,Yes,5360
1,28337,12981,Timothy Patrick Murphy,No,1374
1,28337,12981,Timothy Patrick Murphy,Yes,4984
1,28337,12981,Vincent Michael Gaughan,No,1399
1,28337,12981,Vincent Michael Gaughan,Yes,5176
1,28337,12981,William D. Maddux,No,1434
1,28337,12981,William D. Maddux,Yes,5183
1,28337,12981,William D. OâNeal,No,2450
1,28337,12981,William D. OâNeal,Yes,4082
1,28337,12981,William J. Kunkle,No,1407
1,28337,12981,William J. Kunkle,Yes,4907
1,28337,12981,William Maki,No,1362
1,28337,12981,William Maki,Yes,4942
2,35096,19641,Alexander Patrick White,No,2088
2,35096,19641,Alexander Patrick White,Yes,9465
2,35096,19641,Allen S. Goldberg,No,2218
2,35096,19641,Allen S. Goldberg,Yes,8967
2,35096,19641,Appellate Court Judge (Vacancy of McNulty),James R. Epstein,14744
