WARD,REGISTERED VOTERS,BALLOTS CAST,RACE,CANDIDATE,VOTES
1,25813,4471,APELLATE COURT JUDGE 1ST DIST(VAC. HARTMAN),Barbara Ann Riley,572
1,25813,4471,APELLATE COURT JUDGE 1ST DIST(VAC. HARTMAN),David Anthony Erickson,915
1,25813,4471,APELLATE COURT JUDGE 1ST DIST(VAC. HARTMAN),Eileen Mary Brewer,487
1,25813,4471,APELLATE COURT JUDGE 1ST DIST(VAC. HARTMAN),James Michael Bailey,377
1,25813,4471,APELLATE COURT JUDGE 1ST DIST(VAC. HARTMAN),Joy Virginia Cunningham,800
1,25813,4471,APELLATE COURT JUDGE 1ST DIST(VAC.HARTIGAN),Casandra Lewis,696
1,25813,4471,APELLATE COURT JUDGE 1ST DIST(VAC.HARTIGAN),Christine Patricia Curran,339
1,25813,4471,APELLATE COURT JUDGE 1ST DIST(VAC.HARTIGAN),Deborah Mary Dooling,495
1,25813,4471,APELLATE COURT JUDGE 1ST DIST(VAC.HARTIGAN),Kathleen G. Kennedy,745
1,25813,4471,APELLATE COURT JUDGE 1ST DIST(VAC.HARTIGAN),Michael James Murphy,848
1,25813,4471,Circuit Court Judge (Vac. Burr),Ann Collins Dole,850
1,25813,4471,Circuit Court Judge (Vac. Burr),Aurelia Marie Pucinski,1484
1,25813,4471,Circuit Court Judge (Vac. Burr),Joanne Guillemette,493
1,25813,4471,Circuit Court Judge (Vac. Burr),Paul M. McMahon,392
1,25813,4471,Circuit Court Judge (Vac. Jaffe),Margaret Ann (Meg) Carey,1466
1,25813,4471,Circuit Court Judge (Vac. Jaffe),"Michael J. Howlett, Jr.",1620
1,25813,4471,Circuit Court Judge (Vac. Morrissey),Mike McHale,2780
1,25813,4471,Circuit Court Judge (Vac. Nudelman),George I. Sarolas,915
1,25813,4471,Circuit Court Judge (Vac. Nudelman),James Patrick Murphy,2113
1,25813,4471,Circuit Court Judge (Vac. Schiller),Pamela E. Hill Veal,854
1,25813,4471,Circuit Court Judge (Vac. Schiller),Sharon Finegan Patterson,765
1,25813,4471,Circuit Court Judge (Vac. Schiller),Siobh�n Maura Murphy,509
1,25813,4471,Circuit Court Judge (Vac. Schiller),Thomas J. Byrne,930
1,25813,4471,Circuit Court Judge (Vac. Travis),John Martin Stalmack,241
1,25813,4471,Circuit Court Judge (Vac. Travis),Marguerite Anne Quinn,686
1,25813,4471,Circuit Court Judge (Vac. Travis),Martha A. Mills,704
1,25813,4471,Circuit Court Judge (Vac. Travis),Patrick W. 'Pat' O'Brien,718
1,25813,4471,Circuit Court Judge (Vac. Travis),Phyllis F. Ringer-Taylor,182
1,25813,4471,Circuit Court Judge (Vac. Travis),Susan Mary Matyus,275
1,25813,4471,Circuit Court Judge (Vac. Travis),Thomas 'TJ' Loftus,325
1,25813,4471,"Judge,10th Subcircuit(Vac. Golniewicz)",James Michael McGing,1
1,25813,4471,"Judge,6th Subcircuit(Add'l Judge A)",Gloria Chevere,2874
1,25813,4471,"Judge,6th Subcircuit(Vac. Jorzak)",Edward J. Lechowicz,986
1,25813,4471,"Judge,6th Subcircuit(Vac. Jorzak)",Ramon Ocasio III,1612
1,25813,4471,"Judge,6th Subcircuit(Vac. Jorzak)",Roxanne L. Rochester,710
1,25813,4471,"Judge,7th Subcircuit(Add'l Judge A)",Carol M. Howard,5
1,25813,4471,"Judge,7th Subcircuit(Add'l Judge A)",Kenneth K. McNeil,3
1,25813,4471,"Judge,7th Subcircuit(Add'l Judge A)",Leopoldo 'Leo' Lastre,4
1,25813,4471,"Judge,7th Subcircuit(Add'l Judge A)",Melanie Rose Nuby,1
2,28660,7823,APELLATE COURT JUDGE 1ST DIST(VAC. HARTMAN),Barbara Ann Riley,806
2,28660,7823,APELLATE COURT JUDGE 1ST DIST(VAC. HARTMAN),David Anthony Erickson,1134
