WARD,REGISTERED VOTERS,BALLOTS CAST,RACE,CANDIDATE,VOTES
1,26893,3687,Appellate Court Judge (Vacancy of Cahill),James Michael McGing,385
1,26893,3687,Appellate Court Judge (Vacancy of Cahill),Kay Marie Hanlon,317
1,26893,3687,Appellate Court Judge (Vacancy of Cahill),Laura Marie Sullivan,656
1,26893,3687,Appellate Court Judge (Vacancy of Cahill),Mary Brigid Hayes,431
1,26893,3687,Appellate Court Judge (Vacancy of Cahill),Mathias William Delort,689
1,26893,3687,Appellate Court Judge (Vacancy of Cahill),Pamela E. Hill-Veal,276
1,26893,3687,Appellate Court Judge (Vacancy of Gallagher),Marguerite Anne Quinn,1144
1,26893,3687,Appellate Court Judge (Vacancy of Gallagher),"P. Scott Neville, Jr.",919
1,26893,3687,Appellate Court Judge (Vacancy of Gallagher),Patrick J. Sherlock,581
1,26893,3687,Appellate Court Judge (Vacancy of Johnson Coleman),"Nathaniel Roosevelt Howse, Jr.",1250
1,26893,3687,Appellate Court Judge (Vacancy of O'Brien),Don R. Sampen,270
1,26893,3687,Appellate Court Judge (Vacancy of O'Brien),Ellen L. Flannigan,574
1,26893,3687,Appellate Court Judge (Vacancy of O'Brien),Jesse G. Reyes,1025
1,26893,3687,Appellate Court Judge (Vacancy of O'Brien),Rodolfo (Rudy) Garcia,560
1,26893,3687,Appellate Court Judge (Vacancy of O'Brien),William Stewart Boyd,409
1,26893,3687,Appellate Court Judge (Vacancy of Theis),Maureen Elizabeth Connors,2460
1,26893,3687,Appellate Court Judge (Vacancy of Tully),Terrence J. Lavin,2385
1,26893,3687,Circuit Court Judge (Vacancy of Conlon),Jo Anne Hopson Guillemette,460
1,26893,3687,Circuit Court Judge (Vacancy of Conlon),Karen Lynn O'Malley,1499
1,26893,3687,Circuit Court Judge (Vacancy of Conlon),"Stanley L. Hill, Sr.",662
1,26893,3687,Circuit Court Judge (Vacancy of Jordan),Jean Prendergast Rooney,2254
1,26893,3687,Circuit Court Judge (Vacancy of Kirie Kinnaird),Erica L. Reddick,1534
1,26893,3687,Circuit Court Judge (Vacancy of Kirie Kinnaird),Kevin Cunningham,1017
1,26893,3687,Circuit Court Judge (Vacancy of Moran),Russell W. Hartigan,2199
1,26893,3687,"Circuit Court Judge (Vacancy of O'Brien, Jr.)",Cynthia Ramirez,1838
1,26893,3687,"Circuit Court Judge (Vacancy of O'Brien, Jr.)",Gerald V. Cleary,817
1,26893,3687,Circuit Court Judge (Vacancy of O'Mara Frossard),Diann Karen Marsalek,973
1,26893,3687,Circuit Court Judge (Vacancy of O'Mara Frossard),Kevin W. Horan,778
1,26893,3687,Circuit Court Judge (Vacancy of O'Mara Frossard),Nichole C. Patton,578
1,26893,3687,Circuit Court Judge (Vacancy of O'Mara Frossard),Rodrick F. Wimberly,177
1,26893,3687,Circuit Court Judge (Vacancy of Pucinski),Edward J. Maloney,1042
1,26893,3687,Circuit Court Judge (Vacancy of Pucinski),Lorna Ellen Propes,1448
1,26893,3687,"Circuit Court Judge (Vacancy of Simmons, Jr.)",James A. Wright,324
1,26893,3687,"Circuit Court Judge (Vacancy of Simmons, Jr.)",Jessica A. O'Brien,1421
1,26893,3687,"Circuit Court Judge (Vacancy of Simmons, Jr.)",Michael A. Forti,846
1,26893,3687,Circuit Court Judge (Vacancy of Stewart),Deidre Baumann,198
1,26893,3687,Circuit Court Judge (Vacancy of Stewart),Mary Margaret Burke,617
1,26893,3687,Circuit Court Judge (Vacancy of Stewart),Pamela M. Leeming,920
1,26893,3687,Circuit Court Judge (Vacancy of Stewart),Rhonda Salleé,160
1,26893,3687,Circuit Court Judge (Vacancy of Stewart),Sammy W. Lacey Jr.,82
1,26893,3687,Circuit Court Judge (Vacancy of Stewart),Steve Demitro,382
1,26893,3687,Circuit Court Judge (Vacancy of Stewart),Terrence M Jordan,266
1,26893,3687,Circuit Court Judge (Vacancy of Stralka),Michael Tully Mullen,2212
1,26893,3687,Circuit Court Judge (Vacancy of Ward),"Alfred M. Swanson, Jr.",507
1,26893,3687,Circuit Court Judge (Vacancy of Ward),Brian J. Stephenson,219
1,26893,3687,Circuit Court Judge (Vacancy of Ward),Denise Marie Nalley,306
1,26893,3687,Circuit Court Judge (Vacancy of Ward),Elizabeth Mary Hayes,721
1,26893,3687,Circuit Court Judge (Vacancy of Ward),Joan Marie Kubalanza,450
1,26893,3687,Circuit Court Judge (Vacancy of Ward),Peter J. Vilkelis,357
1,26893,3687,"Judge, 10th Subcircuit (Vacancy of Locallo)",Thomas R. Allen,1
1,26893,3687,"Judge, 7th Subcircuit (Vacancy of Jones)",Aicha Marie MacCarthy,8
1,26893,3687,"Judge, 7th Subcircuit (Vacancy of Starks)",Roxanne L. Rochester,4
1,26893,3687,"Judge, 7th Subcircuit (Vacancy of Starks)",Tommy Brewer,8
1,26893,3687,"Judge, 7th Subcircuit (Vacancy of Terrell)",William G. Gamboney,10
1,26893,3687,"Judge, 7th Subcircuit (Vacancy of Toney)",Arthur P. Wheatley,8
